key_kind,source_industry,destination_industry,commodity,row_code,share
C3,441000,811100,,313200,2.240351529056876e-06
C3,441000,811100,,313300,7.727770514699264e-06
C3,441000,811100,,314110,-2.8867928257721906e-06
C3,441000,811100,,314900,1.0015050945649243e-05
C3,441000,811100,,315000,2.6300230569077945e-05
C3,441000,811100,,316000,-7.150629806594541e-05
C3,441000,811100,,322120,-1.6593353229030974e-05
C3,441000,811100,,322130,-3.220840938207552e-06
C3,441000,811100,,322210,2.4298532220808356e-05
C3,441000,811100,,322220,1.921581264282124e-05
C3,441000,811100,,322230,-7.359283159275357e-07
C3,441000,811100,,322299,1.9700448654305123e-06
C3,441000,811100,,323110,-9.677229281234309e-05
C3,441000,811100,,324110,-0.0003930298136447149
C3,441000,811100,,324121,1.0017137087157126e-06
C3,441000,811100,,324122,2.7340005734120577e-06
C3,441000,811100,,324190,-0.0003654210341934264
C3,441000,811100,,325110,2.5903570774869083e-06
C3,441000,811100,,325120,7.961526153158993e-06
C3,441000,811100,,325130,3.434489098326759e-06
C3,441000,811100,,325180,3.6754676443732816e-06
C3,441000,811100,,325190,4.130983077447757e-05
C3,441000,811100,,325211,1.7020723152235828e-06
C3,441000,811100,,325310,1.1787082361955565e-06
C3,441000,811100,,325510,-0.00011101701578395314
C3,441000,811100,,325520,-2.884668469355397e-06
C3,441000,811100,,325610,-0.00014660206446455418
C3,441000,811100,,3259A0,-7.089306293507489e-05
C3,441000,811100,,326110,4.259558392475567e-05
C3,441000,811100,,326120,1.5749630949652006e-05
C3,441000,811100,,326130,3.8450465802493805e-05
C3,441000,811100,,326140,1.3724573024204063e-05
C3,441000,811100,,326150,3.4074427769179134e-05
C3,441000,811100,,326160,1.3232120056903966e-06
C3,441000,811100,,326190,0.003824570958795388
C3,441000,811100,,326210,-2.1641912000811024e-05
C3,441000,811100,,326220,-8.481935956148302e-05
C3,441000,811100,,326290,-0.0007779791206611648
C3,441000,811100,,423100,0.011344347558044858
C3,441000,811100,,423400,1.1562834197108155e-05
C3,441000,811100,,423600,-0.00011242765312211707
C3,441000,811100,,423800,0.0003601587591128538
C3,441000,811100,,423A00,0.00021142794054632524
C3,441000,811100,,424200,5.723625615054421e-05
C3,441000,811100,,424400,7.292274602130607e-05
C3,441000,811100,,424700,-0.0001092300133723115
C3,441000,811100,,424A00,0.00019134824229885805
C3,441000,811100,,425000,0.00014107604837598702
C3,441000,811100,,441000,0.019506407666833425
C3,441000,811100,,445000,0.00011905039361392717
C3,441000,811100,,452000,0.0012488440019198382
C3,441000,811100,,444000,0.004465230964510439
C3,441000,811100,,446000,-3.6110282301685197e-06
C3,441000,811100,,447000,0.00020047381355834756
C3,441000,811100,,454000,0.00278040515625813
C3,441000,811100,,4B0000,0.0006791201647508717
C3,441000,811100,,481000,-5.029379981128753e-05
C3,441000,811100,,482000,0.00018434585214540728
C3,441000,811100,,483000,-1.5752230275400904e-05
C3,441000,811100,,484000,0.0006371179812584013
C3,441000,811100,,485000,5.654179080338062e-06
C3,441000,811100,,486000,-1.3563977550754168e-05
C3,441000,811100,,48A000,9.109989821399522e-06
C3,441000,811100,,492000,-1.9015971356097733e-06
C3,441000,811100,,493000,0.00047890769941384605
C3,441000,811100,,511120,-3.206470183554042e-06
C3,441000,811100,,511130,-2.6674597758307692e-06
C3,441000,811100,,5111A0,2.4484705601135772e-06
C3,441000,811100,,511200,-8.354189183941616e-06
C3,441000,811100,,512100,1.2086402353277641e-05
C3,441000,811100,,512200,2.0938342185533494e-05
C3,441000,811100,,517110,-0.00021275884384712186
C3,441000,811100,,517210,-0.00030472383587352514
C3,441000,811100,,517A00,-4.925980613635556e-05
C3,441000,811100,,518200,-7.824246800941674e-06
C3,441000,811100,,519130,-1.8898702935335164e-05
C3,441000,811100,,5191A0,-2.601808429245427e-06
C3,441000,811100,,522A00,1.5686398745708133e-05
C3,441000,811100,,52A000,1.0908632158034705e-05
C3,441000,811100,,523900,1.8145674501572964e-06
C3,441000,811100,,523A00,-4.592993187359788e-06
C3,441000,811100,,5241XX,-0.00037973493746103253
C3,441000,811100,,524200,4.424345425485914e-05
C3,441000,811100,,531ORE,0.06043577869642739
C3,441000,811100,,532100,-0.00017588324736631964
C3,441000,811100,,532400,-0.00010374244307463475
C3,441000,811100,,532A00,-1.5107601581688803e-05
C3,441000,811100,,533000,-1.903256387012243e-05
C3,441000,811100,,541100,-0.0004177143441755175
C3,441000,811100,,541512,-0.00023746354387925266
C3,441000,811100,,54151A,-2.1483249572827544e-05
C3,441000,811100,,541200,-0.000749635730211702
C3,441000,811100,,541300,1.5186276855361283e-05
C3,441000,811100,,541610,-7.968639194606277e-05
C3,441000,811100,,5416A0,-2.9710706966372127e-05
C3,441000,811100,,541700,8.891167671360723e-07
C3,441000,811100,,541800,0.0003028071590796381
C3,441000,811100,,541400,1.2598646169303201e-05
C3,441000,811100,,541920,4.388553782549581e-06
C3,441000,811100,,5419A0,-3.331253122034804e-05
C3,441000,811100,,550000,-0.0021657574110804734
C3,441000,811100,,561300,-0.002353698948974174
C3,441000,811100,,561700,-0.0002027114144753726
C3,441000,811100,,561100,3.3188709867000456e-05
C3,441000,811100,,561200,6.673559340490709e-06
C3,441000,811100,,561400,3.9416505737569136e-05
C3,441000,811100,,561500,-3.7202967353664747e-07
C3,441000,811100,,561600,5.727116128800147e-05
C3,441000,811100,,561900,8.259441364404317e-05
C3,441000,811100,,562000,-0.00031117799339898194
C3,441000,811100,,611A00,-5.77461121104273e-06
C3,441000,811100,,611B00,9.29118870264303e-06
C3,441000,811100,,711100,2.372123129457965e-06
C3,441000,811100,,711200,2.4958451210150543e-06
C3,441000,811100,,711500,-5.267104509490858e-06
C3,441000,811100,,711A00,2.729836320416741e-05
C3,441000,811100,,713900,1.3084784433842488e-06
C3,441000,811100,,721000,-3.725604814631736e-05
C3,441000,811100,,722110,-8.780431015441554e-06
C3,441000,811100,,722211,-1.3967227040542154e-05
C3,441000,811100,,722A00,-3.197205138483947e-06
C3,441000,811100,,811100,-0.00011797135890760001
C3,441000,811100,,811200,-0.0003242734635560945
C3,441000,811100,,811300,-0.0003073320893067832
C3,441000,811100,,811400,-0.00011903158717305229
C3,441000,811100,,812300,-0.00014556448671585327
C3,441000,811100,,812900,1.3190211065550197e-05
C3,441000,811100,,813B00,-4.54233016479349e-06
C3,441000,811100,,491000,8.018147200771492e-05
C3,441000,811100,,S00102,3.2842971067304025e-07
C3,441000,811100,,S00203,-0.00020560241793776265
C3,441000,811100,,S00402,-0.013735955163486633
C3,441000,811100,,S00300,-6.550501397944577e-05
C3,441000,811100,,V00100,0.5347263711337333
C3,441000,811100,,V00200,0.03632822774122807
C3,441000,811100,,V00300,0.27139740512774313
