source_industry,commodity,destination_industry,share,delta,rule_id,va_mix
721000,445000,445000,1.0,267000000.0,default,
721000,452000,452000,1.0,392000000.0,default,
721000,447000,447000,1.0,44000000.0,default,
721000,454000,454000,1.0,11000000.0,default,
721000,4B0000,4B0000,1.0,622000000.0,default,
721000,517110,517110,1.0,144000000.0,default,
721000,531ORE,531ORE,1.0,1024000000.0,default,
721000,532A00,532A00,1.0,972000000.0,default,
721000,541511,541511,1.0,37000000.0,default,
721000,541700,541700,1.0,2000000.0,default,
721000,711100,711100,1.0,969000000.0,default,
721000,713200,713200,1.0,30245000000.0,C3,
721000,713900,713900,1.0,1084000000.0,default,
721000,722A00,722A00,1.0,44143000000.0,C3,
721000,812300,812300,1.0,113000000.0,default,
721000,812900,812900,1.0,1765000000.0,default,
722110,2332A0,2332A0,1.0,154000000.0,default,
722110,445000,445000,1.0,179000000.0,default,
722110,4B0000,4B0000,1.0,914000000.0,default,
722110,541511,541511,1.0,1000000.0,default,
722110,713200,713200,1.0,351000000.0,default,
722110,721000,721000,1.0,16000000.0,default,
722110,722A00,722A00,1.0,3964000000.0,default,
722211,2332A0,2332A0,1.0,442000000.0,default,
722211,424400,424400,1.0,30000000.0,default,
722211,445000,445000,1.0,201000000.0,default,
722211,4B0000,4B0000,1.0,305000000.0,default,
722211,541511,541511,1.0,1000000.0,default,
722211,713200,713200,1.0,95000000.0,default,
722211,722A00,722A00,0.7633548387096775,2958000000.0,default,
722A00,2332A0,2332A0,1.0,142000000.0,default,
722A00,445000,445000,1.0,104000000.0,default,
722A00,4B0000,4B0000,1.0,177000000.0,default,
722A00,713200,713200,1.0,864000000.0,default,
811100,2332A0,2332A0,1.0,30000000.0,default,
811100,423100,423100,1.0,411000000.0,default,
811100,441000,441000,1.0,1452000000.0,default,
811100,454000,454000,1.0,2000000.0,default,
811100,532100,532100,1.0,6000000.0,default,
811100,532A00,532A00,1.0,65000000.0,default,
811100,541511,541511,1.0,1000000.0,default,
811100,811200,811200,1.0,3000000.0,default,
811100,811300,811300,1.0,24000000.0,default,
811100,811400,811400,1.0,433000000.0,default,
811200,2332A0,2332A0,1.0,23000000.0,default,
811200,423400,423400,1.0,97000000.0,default,
811200,446000,446000,1.0,2000000.0,default,
811200,4B0000,4B0000,1.0,115000000.0,default,
811200,5191A0,5191A0,1.0,714000000.0,default,
811200,532400,532400,1.0,59000000.0,default,
811200,532A00,532A00,1.0,9000000.0,default,
811200,541511,541511,1.0,144000000.0,default,
811200,541700,541700,1.0,10000000.0,default,
811200,811300,811300,1.0,152000000.0,default,
811200,811400,811400,1.0,152000000.0,default,
811300,2332A0,2332A0,1.0,179000000.0,default,
811300,423800,423800,1.0,53000000.0,default,
811300,423A00,423A00,1.0,1000000.0,default,
811300,444000,444000,1.0,171000000.0,default,
811300,532400,532400,1.0,189000000.0,default,
811300,541511,541511,1.0,25000000.0,default,
811300,541700,541700,1.0,1000000.0,default,
811300,811200,811200,1.0,22000000.0,default,
811400,2332A0,2332A0,1.0,37000000.0,default,
811400,452000,452000,1.0,85000000.0,default,
811400,444000,444000,1.0,43000000.0,default,
811400,448000,448000,1.0,3000000.0,default,
811400,4B0000,4B0000,1.0,73000000.0,default,
811400,532A00,532A00,1.0,30000000.0,default,
812100,446000,446000,1.0,1294000000.0,default,
812100,531ORE,531ORE,1.0,59000000.0,default,
812100,611B00,611B00,1.0,10000000.0,default,
812200,2332A0,2332A0,1.0,8000000.0,default,
812200,4B0000,4B0000,1.0,2352000000.0,default,
812300,452000,452000,1.0,16000000.0,default,
812300,4B0000,4B0000,1.0,10000000.0,default,
812300,811400,811400,1.0,263000000.0,default,
812900,2332A0,2332A0,1.0,1000000.0,default,
812900,4B0000,4B0000,1.0,118000000.0,default,
812900,532A00,532A00,1.0,1000000.0,default,
812900,541511,541511,1.0,63000000.0,default,
812900,541700,541700,1.0,2000000.0,default,
812900,541920,541920,1.0,20000000.0,default,
812900,541940,541940,1.0,37000000.0,default,
813100,2332D0,2332D0,1.0,191000000.0,default,
813100,541511,541511,1.0,39000000.0,default,
813A00,2332A0,2332A0,1.0,4000000.0,default,
813A00,4B0000,4B0000,1.0,73000000.0,default,
813A00,531ORE,531ORE,1.0,800000000.0,default,
813A00,541511,541511,1.0,231000000.0,default,
813A00,541800,541800,1.0,94000000.0,default,
813B00,2332A0,2332A0,1.0,14000000.0,default,
813B00,4B0000,4B0000,1.0,230000000.0,default,
813B00,531ORE,531ORE,1.0,411000000.0,default,
813B00,541511,541511,1.0,489000000.0,default,
813B00,541800,541800,1.0,889000000.0,default,
813B00,722110,722110,1.0,1506000000.0,default,
813B00,722211,722211,1.0,1529000000.0,default,
S00500,2332A0,2332A0,1.0,1000000.0,default,
S00500,233412,233412,1.0,2000000.0,default,
S00500,333316,333316,1.0,2000000.0,default,
S00500,339910,339910,1.0,1000000.0,default,
S00500,512200,512200,1.0,36000000.0,default,
S00500,5191A0,5191A0,1.0,13000000.0,default,
S00500,541511,541511,1.0,1769000000.0,default,
S00500,541300,541300,1.0,1171000000.0,default,
S00500,541610,541610,1.0,488000000.0,default,
S00500,5416A0,5416A0,1.0,153000000.0,default,
S00500,541700,541700,1.0,19508000000.0,default,
S00500,5419A0,5419A0,1.0,226000000.0,default,
S00500,611B00,611B00,1.0,201000000.0,default,
S00500,622000,622000,1.0,1342000000.0,default,
S00500,711500,711500,1.0,18000000.0,default,
S00600,113000,113000,1.0,98000000.0,default,
S00600,233210,233210,1.0,12000000.0,default,
S00600,233262,233262,1.0,5000000.0,default,
S00600,2332A0,2332A0,1.0,85000000.0,default,
S00600,233412,233412,1.0,127000000.0,default,
S00600,2334A0,2334A0,1.0,1000000.0,default,
S00600,2332D0,2332D0,1.0,24000000.0,default,
S00600,2332C0,2332C0,1.0,1000000.0,default,
S00600,331410,331410,1.0,4000000.0,default,
S00600,339910,339910,1.0,93000000.0,default,
S00600,323110,323110,1.0,11000000.0,default,
S00600,325180,325180,1.0,11000000.0,default,
S00600,511130,511130,1.0,293000000.0,default,
S00600,525000,525000,1.0,124000000.0,default,
S00600,541511,541511,1.0,1959000000.0,default,
S00600,541700,541700,1.0,17239000000.0,default,
S00600,622000,622000,1.0,2068000000.0,default,
S00600,S00102,S00102,1.0,508000000.0,default,
491000,541511,541511,1.0,61000000.0,default,
S00101,541511,541511,1.0,125000000.0,default,
S00102,452000,452000,1.0,3070000000.0,C1,source
S00102,446000,446000,1.0,58000000.0,default,
S00102,541511,541511,1.0,376000000.0,default,
GSLGE,111400,111400,1.0,5000000.0,default,
GSLGE,233210,233210,1.0,207000000.0,default,
GSLGE,233262,233262,1.0,5764000000.0,default,
GSLGE,2332A0,2332A0,1.0,270000000.0,default,
GSLGE,2334A0,2334A0,1.0,1096000000.0,default,
GSLGE,339910,339910,1.0,63000000.0,default,
GSLGE,339930,339930,1.0,157000000.0,default,
GSLGE,339940,339940,1.0,545000000.0,default,
GSLGE,339990,339990,1.0,169000000.0,default,
GSLGE,31151A,31151A,1.0,25000000.0,default,
GSLGE,311520,311520,1.0,16000000.0,default,
GSLGE,311910,311910,1.0,3000000.0,default,
GSLGE,315000,315000,1.0,836000000.0,default,
GSLGE,322230,322230,1.0,635000000.0,default,
GSLGE,323110,323110,1.0,808000000.0,default,
GSLGE,325620,325620,1.0,84000000.0,default,
GSLGE,3259A0,3259A0,1.0,21000000.0,default,
GSLGE,5111A0,5111A0,1.0,314000000.0,default,
GSLGE,512100,512100,1.0,1000000.0,default,
GSLGE,541511,541511,1.0,748000000.0,default,
GSLGE,541300,541300,1.0,242000000.0,default,
GSLGE,541700,541700,1.0,47086000000.0,default,
GSLGE,561400,561400,1.0,189000000.0,default,
GSLGE,711200,711200,1.0,468000000.0,default,
GSLGE,711A00,711A00,1.0,2000000.0,default,
GSLGE,713900,713900,1.0,2000000.0,default,
GSLGE,721000,721000,1.0,9555000000.0,default,
GSLGE,722A00,722A00,1.0,17833000000.0,default,
GSLGE,812900,812900,1.0,1000000.0,default,
GSLGH,541511,541511,1.0,2435000000.0,default,
GSLGH,541700,541700,1.0,730000000.0,default,
GSLGO,112A00,112A00,0.7132075471698113,378000000.0,default,
GSLGO,113000,113000,1.0,1343000000.0,default,
GSLGO,2123A0,2123A0,1.0,723000000.0,default,
GSLGO,233210,233210,1.0,61000000.0,default,
GSLGO,2332A0,2332A0,1.0,21000000.0,default,
GSLGO,233412,233412,1.0,102000000.0,default,
GSLGO,2332D0,2332D0,1.0,5322000000.0,default,
GSLGO,2332C0,2332C0,1.0,7148000000.0,default,
GSLGO,321100,321100,1.0,200000000.0,default,
GSLGO,339920,339920,1.0,202000000.0,default,
GSLGO,311119,311119,1.0,102000000.0,default,
GSLGO,311910,311910,1.0,1045000000.0,default,
GSLGO,312200,312200,1.0,601000000.0,default,
GSLGO,315000,315000,1.0,407000000.0,default,
GSLGO,323110,323110,1.0,872000000.0,default,
GSLGO,511130,511130,1.0,105000000.0,default,
GSLGO,5111A0,5111A0,1.0,103000000.0,default,
GSLGO,5191A0,5191A0,1.0,986000000.0,default,
GSLGO,525000,525000,1.0,29014000000.0,default,
GSLGO,541511,541511,1.0,1708000000.0,default,
GSLGO,541300,541300,0.9182401812688822,4863000000.0,default,
GSLGO,5416A0,5416A0,0.7183235867446394,737000000.0,default,
GSLGO,561700,561700,1.0,735000000.0,default,
GSLGO,561400,561400,1.0,1545000000.0,default,
GSLGO,561600,561600,0.13656538067599863,400000000.0,default,
GSLGO,561900,561900,1.0,4353000000.0,default,
GSLGO,624400,624400,1.0,3249000000.0,default,
GSLGO,712000,712000,0.3525985663082437,787000000.0,default,
GSLGO,722110,722110,1.0,35000000.0,default,
GSLGO,722211,722211,1.0,877000000.0,default,
GSLGO,722A00,722A00,1.0,23000000.0,default,
GSLGO,812900,812900,1.0,1144000000.0,default,
