source_industry,commodity,destination_industry,share,delta,rule_id,va_mix
113000,2332D0,2332D0,1.0,515000000.0,default,
115000,2332D0,2332D0,1.0,322000000.0,default,
211000,213111,213111,0.9946292088411485,4815000000.0,default,
211000,21311A,21311A,1.0,8085000000.0,default,
211000,233240,233240,1.0,835000000.0,default,
211000,424700,424700,1.0,1362000000.0,default,
211000,541511,541511,1.0,115000000.0,default,
211000,541700,541700,1.0,946000000.0,default,
212100,21311A,21311A,0.9955665898208902,5614000000.0,default,
212100,233240,233240,1.0,3387000000.0,default,
212100,423A00,423A00,1.0,81000000.0,default,
212100,541511,541511,1.0,1000000.0,default,
212100,541700,541700,1.0,8000000.0,default,
212230,233240,233240,1.0,698000000.0,default,
212230,541700,541700,1.0,24000000.0,default,
2122A0,21311A,21311A,1.0,352000000.0,default,
2122A0,233240,233240,1.0,1116000000.0,default,
2122A0,423A00,423A00,1.0,4000000.0,default,
2122A0,541700,541700,1.0,44000000.0,default,
212310,233240,233240,1.0,2158000000.0,default,
212310,423A00,423A00,1.0,101000000.0,C1,dest
212310,541700,541700,1.0,12000000.0,default,
2123A0,21311A,21311A,0.2,1000000.0,default,
2123A0,233240,233240,1.0,2335000000.0,default,
2123A0,423A00,423A00,1.0,236000000.0,C1,dest
2123A0,541700,541700,1.0,16000000.0,default,
213111,211000,211000,1.0,14000000.0,default,
213111,21311A,21311A,0.7742178665661515,2054000000.0,default,
213111,233240,233240,1.0,1439000000.0,default,
213111,424700,424700,1.0,84000000.0,default,
213111,541511,541511,1.0,7000000.0,default,
213111,541700,541700,1.0,75000000.0,default,
21311A,211000,211000,1.0,240000000.0,default,
21311A,233240,233240,1.0,4755000000.0,default,
21311A,423A00,423A00,1.0,4000000.0,default,
21311A,424700,424700,1.0,285000000.0,default,
21311A,541511,541511,1.0,30000000.0,default,
21311A,541700,541700,1.0,269000000.0,default,
221100,221200,221200,0.02987520484053952,237000000.0,default,
221100,221300,221300,1.0,1024000000.0,default,
221100,233240,233240,1.0,2077000000.0,C3,
221100,423800,423800,1.0,1415000000.0,default,
221100,444000,444000,1.0,824000000.0,default,
221100,4B0000,4B0000,1.0,2000000.0,default,
221100,486000,486000,1.0,965000000.0,default,
221100,541511,541511,1.0,357000000.0,default,
221100,541700,541700,1.0,107000000.0,default,
221200,233240,233240,1.0,544000000.0,default,
221200,4B0000,4B0000,1.0,3000000.0,default,
221200,486000,486000,1.0,1584000000.0,default,
221200,541511,541511,1.0,135000000.0,default,
221200,541700,541700,1.0,28000000.0,default,
221300,221100,221100,1.0,323000000.0,default,
221300,221200,221200,1.0,318000000.0,default,
221300,2332D0,2332D0,1.0,1000000.0,default,
221300,233240,233240,1.0,14000000.0,default,
221300,444000,444000,1.0,5000000.0,default,
221300,541511,541511,1.0,1000000.0,default,
221300,541700,541700,1.0,3000000.0,default,
221300,562000,562000,1.0,5000000.0,default,
230301,541511,541511,1.0,386000000.0,default,
230301,541700,541700,1.0,15000000.0,default,
321100,233230,233230,1.0,46000000.0,default,
321100,423A00,423A00,1.0,424000000.0,default,
321100,541700,541700,1.0,39000000.0,default,
321200,233230,233230,1.0,101000000.0,default,
321200,423A00,423A00,1.0,217000000.0,default,
321200,541511,541511,1.0,1000000.0,default,
321200,541700,541700,1.0,19000000.0,default,
321910,233230,233230,1.0,234000000.0,default,
321910,423A00,423A00,1.0,344000000.0,default,
321910,541511,541511,1.0,7000000.0,default,
321910,541700,541700,1.0,20000000.0,default,
3219A0,233230,233230,1.0,221000000.0,default,
3219A0,423800,423800,1.0,118000000.0,default,
3219A0,423A00,423A00,1.0,50000000.0,default,
3219A0,541511,541511,1.0,9000000.0,default,
3219A0,541700,541700,1.0,22000000.0,default,
327100,233230,233230,1.0,51000000.0,default,
327100,423A00,423A00,1.0,82000000.0,default,
327100,541511,541511,1.0,4000000.0,default,
327100,541700,541700,1.0,69000000.0,default,
327200,233230,233230,1.0,164000000.0,default,
327200,423A00,423A00,1.0,29000000.0,default,
327200,541511,541511,1.0,8000000.0,default,
327200,541700,541700,1.0,155000000.0,default,
327310,233230,233230,1.0,41000000.0,default,
327310,423A00,423A00,1.0,66000000.0,default,
327310,541511,541511,1.0,1000000.0,default,
327310,541700,541700,1.0,36000000.0,default,
327320,233230,233230,1.0,145000000.0,default,
327320,423A00,423A00,1.0,273000000.0,default,
327320,541511,541511,1.0,9000000.0,default,
327320,541700,541700,1.0,181000000.0,default,
327330,233230,233230,1.0,40000000.0,default,
327330,423A00,423A00,1.0,247000000.0,default,
327330,541511,541511,1.0,3000000.0,default,
327330,541700,541700,1.0,50000000.0,default,
327390,233230,233230,1.0,61000000.0,default,
327390,423A00,423A00,1.0,82000000.0,default,
327390,541511,541511,1.0,5000000.0,default,
327390,541700,541700,1.0,94000000.0,default,
327400,233230,233230,1.0,42000000.0,default,
327400,423A00,423A00,1.0,61000000.0,default,
327400,541511,541511,1.0,1000000.0,default,
327400,541700,541700,1.0,32000000.0,default,
327910,233230,233230,1.0,37000000.0,default,
327910,423A00,423A00,1.0,108000000.0,default,
327910,541511,541511,1.0,1000000.0,default,
327910,541700,541700,1.0,19000000.0,default,
327991,233230,233230,1.0,26000000.0,default,
327991,423A00,423A00,1.0,7000000.0,default,
327991,541511,541511,1.0,3000000.0,default,
327991,541700,541700,1.0,47000000.0,default,
327992,233230,233230,1.0,25000000.0,default,
327992,423A00,423A00,1.0,17000000.0,default,
327992,541511,541511,1.0,1000000.0,default,
327992,541700,541700,1.0,15000000.0,default,
327993,233230,233230,1.0,34000000.0,default,
327993,423A00,423A00,1.0,40000000.0,default,
327993,541511,541511,1.0,2000000.0,default,
327993,541700,541700,1.0,36000000.0,default,
327999,233230,233230,1.0,29000000.0,default,
327999,423A00,423A00,1.0,174000000.0,default,
327999,541511,541511,1.0,1000000.0,default,
327999,541700,541700,1.0,23000000.0,default,
331110,233230,233230,1.0,77000000.0,default,
331110,423A00,423A00,1.0,114000000.0,default,
331110,541511,541511,1.0,24000000.0,default,
331110,541700,541700,1.0,149000000.0,default,
331200,233230,233230,1.0,21000000.0,default,
331200,423A00,423A00,1.0,117000000.0,default,
331200,541511,541511,1.0,8000000.0,default,
331200,541700,541700,1.0,152000000.0,default,
331314,233230,233230,1.0,7000000.0,default,
331314,423A00,423A00,1.0,53000000.0,default,
331314,541511,541511,1.0,1000000.0,default,
331314,541700,541700,1.0,5000000.0,default,
331313,233230,233230,1.0,7000000.0,default,
331313,423A00,423A00,1.0,2000000.0,default,
331313,541511,541511,1.0,1000000.0,default,
331313,541700,541700,1.0,9000000.0,default,
33131B,233230,233230,1.0,29000000.0,default,
33131B,423A00,423A00,1.0,259000000.0,default,
33131B,541511,541511,1.0,6000000.0,default,
33131B,541700,541700,1.0,42000000.0,default,
331410,233230,233230,1.0,7000000.0,default,
331410,423A00,423A00,1.0,25000000.0,default,
331410,541511,541511,1.0,2000000.0,default,
331410,541700,541700,1.0,17000000.0,default,
331420,233230,233230,1.0,10000000.0,default,
331420,423A00,423A00,1.0,152000000.0,default,
331420,541511,541511,1.0,6000000.0,default,
331420,541700,541700,1.0,48000000.0,default,
331490,233230,233230,1.0,10000000.0,default,
331490,423A00,423A00,1.0,55000000.0,default,
331490,541511,541511,1.0,5000000.0,default,
331490,541700,541700,1.0,44000000.0,default,
331510,233230,233230,1.0,14000000.0,default,
331510,423A00,423A00,1.0,222000000.0,default,
331510,541511,541511,1.0,9000000.0,default,
331510,541700,541700,1.0,44000000.0,default,
331520,233230,233230,1.0,10000000.0,default,
331520,423A00,423A00,1.0,125000000.0,default,
331520,541511,541511,1.0,8000000.0,default,
331520,541700,541700,1.0,36000000.0,default,
332114,233230,233230,1.0,14000000.0,default,
332114,423A00,423A00,1.0,42000000.0,default,
332114,541511,541511,1.0,2000000.0,default,
332114,541700,541700,1.0,9000000.0,default,
33211A,233230,233230,1.0,24000000.0,default,
33211A,423A00,423A00,1.0,155000000.0,default,
33211A,541511,541511,1.0,15000000.0,default,
33211A,541700,541700,1.0,57000000.0,default,
332119,233230,233230,1.0,20000000.0,default,
332119,423A00,423A00,1.0,28000000.0,default,
332119,541511,541511,1.0,20000000.0,default,
332119,541700,541700,1.0,67000000.0,default,
332200,233230,233230,1.0,11000000.0,default,
332200,423A00,423A00,1.0,337000000.0,default,
332200,541511,541511,1.0,14000000.0,default,
332200,541700,541700,1.0,139000000.0,default,
332310,233230,233230,1.0,1178000000.0,default,
332310,423A00,423A00,1.0,1036000000.0,default,
332310,541511,541511,1.0,29000000.0,default,
332310,541700,541700,1.0,473000000.0,default,
332320,2332A0,2332A0,1.0,102000000.0,default,
332320,233230,233230,1.0,320000000.0,default,
332320,423A00,423A00,1.0,727000000.0,default,
332320,541511,541511,1.0,38000000.0,default,
332320,541700,541700,1.0,335000000.0,default,
332410,233230,233230,1.0,66000000.0,default,
332410,423A00,423A00,1.0,84000000.0,default,
332410,541511,541511,1.0,4000000.0,default,
332410,541700,541700,1.0,16000000.0,default,
332420,2332A0,2332A0,1.0,84000000.0,default,
332420,233230,233230,1.0,83000000.0,default,
332420,423A00,423A00,1.0,20000000.0,default,
332420,541511,541511,1.0,6000000.0,default,
332420,541700,541700,1.0,131000000.0,default,
332430,233230,233230,1.0,165000000.0,default,
332430,423A00,423A00,1.0,55000000.0,default,
332430,541511,541511,1.0,6000000.0,default,
332430,541700,541700,1.0,24000000.0,default,
332500,233230,233230,1.0,8000000.0,default,
332500,423A00,423A00,1.0,32000000.0,default,
332500,541511,541511,1.0,9000000.0,default,
332500,541700,541700,1.0,37000000.0,default,
332600,233230,233230,1.0,14000000.0,default,
332600,423A00,423A00,1.0,179000000.0,default,
332600,541511,541511,1.0,16000000.0,default,
332600,541700,541700,1.0,55000000.0,default,
332710,233230,233230,1.0,111000000.0,default,
332710,423800,423800,1.0,73000000.0,default,
332710,541511,541511,1.0,36000000.0,default,
332710,541700,541700,1.0,383000000.0,default,
332720,233230,233230,1.0,5000000.0,default,
332720,423A00,423A00,1.0,304000000.0,default,
332720,541511,541511,1.0,11000000.0,default,
332720,541700,541700,1.0,56000000.0,default,
332800,233230,233230,1.0,16000000.0,default,
332800,423A00,423A00,1.0,83000000.0,default,
332800,541511,541511,1.0,6000000.0,default,
332800,541700,541700,1.0,93000000.0,default,
332913,233230,233230,1.0,6000000.0,default,
332913,423A00,423A00,1.0,130000000.0,default,
332913,541511,541511,1.0,4000000.0,default,
332913,541700,541700,1.0,15000000.0,default,
33291A,233230,233230,1.0,47000000.0,default,
33291A,423A00,423A00,1.0,335000000.0,default,
33291A,541511,541511,1.0,28000000.0,default,
33291A,541700,541700,1.0,799000000.0,default,
332991,233230,233230,1.0,12000000.0,default,
332991,423A00,423A00,1.0,12000000.0,default,
332991,541511,541511,1.0,10000000.0,default,
332991,541700,541700,1.0,39000000.0,default,
332996,233230,233230,1.0,14000000.0,default,
332996,423A00,423A00,1.0,74000000.0,default,
332996,541511,541511,1.0,12000000.0,default,
332996,541700,541700,1.0,45000000.0,default,
33299A,233230,233230,1.0,23000000.0,default,
33299A,423A00,423A00,1.0,186000000.0,default,
33299A,541511,541511,1.0,17000000.0,default,
33299A,541700,541700,1.0,79000000.0,default,
332999,233230,233230,1.0,24000000.0,default,
332999,423A00,423A00,1.0,169000000.0,default,
332999,541511,541511,1.0,30000000.0,default,
332999,541700,541700,1.0,103000000.0,default,
333111,233230,233230,1.0,43000000.0,default,
333111,423800,423800,1.0,70000000.0,default,
333111,541511,541511,1.0,45000000.0,default,
333111,541700,541700,1.0,348000000.0,default,
333112,233230,233230,1.0,10000000.0,default,
333112,423800,423800,1.0,1000000.0,default,
333112,541511,541511,1.0,13000000.0,default,
333112,541700,541700,1.0,60000000.0,default,
333120,233230,233230,1.0,50000000.0,default,
333120,423800,423800,1.0,291000000.0,default,
333120,541511,541511,1.0,49000000.0,default,
333120,541700,541700,1.0,385000000.0,default,
333130,233230,233230,1.0,41000000.0,default,
333130,423800,423800,1.0,76000000.0,default,
333130,541511,541511,1.0,49000000.0,default,
333130,541700,541700,1.0,462000000.0,default,
333242,233230,233230,1.0,13000000.0,default,
333242,423800,423800,1.0,192000000.0,default,
333242,541511,541511,1.0,15000000.0,default,
333242,541700,541700,1.0,272000000.0,default,
33329A,233230,233230,1.0,109000000.0,default,
33329A,423800,423800,1.0,240000000.0,default,
33329A,541511,541511,1.0,73000000.0,default,
33329A,541700,541700,1.0,507000000.0,default,
333314,233230,233230,1.0,4000000.0,default,
333314,423400,423400,1.0,6000000.0,default,
333314,541511,541511,1.0,19000000.0,default,
333314,541700,541700,1.0,413000000.0,default,
333316,233230,233230,1.0,2000000.0,default,
333316,423400,423400,1.0,4000000.0,default,
333316,541511,541511,1.0,7000000.0,default,
333316,541700,541700,1.0,141000000.0,default,
333318,233230,233230,1.0,15000000.0,default,
333318,423400,423400,1.0,56000000.0,default,
333318,541511,541511,1.0,61000000.0,default,
333318,541700,541700,1.0,1032000000.0,default,
333414,233230,233230,1.0,9000000.0,default,
333414,423A00,423A00,1.0,78000000.0,default,
333414,541511,541511,1.0,11000000.0,default,
333414,541700,541700,1.0,65000000.0,default,
333415,2332A0,2332A0,1.0,7000000.0,default,
333415,233230,233230,1.0,58000000.0,default,
333415,423A00,423A00,1.0,146000000.0,default,
333415,541511,541511,1.0,67000000.0,default,
333415,541700,541700,1.0,407000000.0,default,
333413,233230,233230,1.0,12000000.0,default,
333413,423A00,423A00,1.0,80000000.0,default,
333413,541511,541511,1.0,23000000.0,default,
333413,541700,541700,1.0,132000000.0,default,
333511,233230,233230,1.0,5000000.0,default,
333511,423A00,423A00,1.0,20000000.0,default,
333511,541511,541511,1.0,11000000.0,default,
333511,541700,541700,1.0,106000000.0,default,
333514,233230,233230,1.0,6000000.0,default,
333514,423800,423800,1.0,180000000.0,default,
333514,541511,541511,1.0,18000000.0,default,
333514,541700,541700,1.0,154000000.0,default,
333517,233230,233230,1.0,38000000.0,default,
333517,423800,423800,1.0,69000000.0,default,
333517,541511,541511,1.0,12000000.0,default,
333517,541700,541700,1.0,132000000.0,default,
33351B,233230,233230,1.0,20000000.0,default,
33351B,423800,423800,1.0,222000000.0,default,
33351B,541511,541511,1.0,11000000.0,default,
33351B,541700,541700,1.0,178000000.0,default,
333611,233230,233230,1.0,31000000.0,default,
333611,423800,423800,1.0,66000000.0,default,
333611,541511,541511,1.0,14000000.0,default,
333611,541700,541700,1.0,393000000.0,default,
333612,233230,233230,1.0,1000000.0,default,
333612,423800,423800,1.0,7000000.0,default,
333612,541511,541511,1.0,6000000.0,default,
333612,541700,541700,1.0,107000000.0,default,
333613,233230,233230,1.0,1000000.0,default,
333613,423800,423800,1.0,9000000.0,default,
333613,541511,541511,1.0,7000000.0,default,
333613,541700,541700,1.0,119000000.0,default,
333618,233230,233230,1.0,8000000.0,default,
333618,423800,423800,1.0,29000000.0,default,
333618,541511,541511,1.0,24000000.0,default,
333618,541700,541700,1.0,576000000.0,default,
333912,233230,233230,1.0,13000000.0,default,
333912,423800,423800,1.0,44000000.0,default,
333912,541511,541511,1.0,15000000.0,default,
333912,541700,541700,1.0,124000000.0,default,
333914,233230,233230,1.0,20000000.0,default,
333914,423800,423800,1.0,317000000.0,default,
333914,541511,541511,1.0,22000000.0,default,
333914,541700,541700,1.0,166000000.0,default,
333920,233230,233230,1.0,38000000.0,default,
333920,423800,423800,1.0,707000000.0,default,
333920,541511,541511,1.0,62000000.0,default,
333920,541700,541700,1.0,405000000.0,default,
333991,233230,233230,1.0,5000000.0,default,
333991,423800,423800,1.0,128000000.0,default,
333991,541511,541511,1.0,7000000.0,default,
333991,541700,541700,1.0,47000000.0,default,
333993,233230,233230,1.0,7000000.0,default,
333993,423800,423800,1.0,95000000.0,default,
333993,541511,541511,1.0,16000000.0,default,
333993,541700,541700,1.0,115000000.0,default,
333994,233230,233230,1.0,3000000.0,default,
333994,423800,423800,1.0,11000000.0,default,
333994,541511,541511,1.0,7000000.0,default,
333994,541700,541700,1.0,52000000.0,default,
33399A,233230,233230,1.0,43000000.0,default,
33399A,423800,423800,1.0,249000000.0,default,
33399A,541511,541511,1.0,44000000.0,default,
33399A,541700,541700,1.0,315000000.0,default,
33399B,233230,233230,1.0,14000000.0,default,
33399B,423800,423800,1.0,403000000.0,default,
33399B,541511,541511,1.0,26000000.0,default,
33399B,541700,541700,1.0,621000000.0,default,
334111,233230,233230,1.0,1000000.0,default,
334111,423400,423400,1.0,107000000.0,default,
334111,541511,541511,1.0,168000000.0,default,
334111,541700,541700,1.0,9918000000.0,default,
334112,233230,233230,1.0,1000000.0,default,
334112,423400,423400,1.0,16000000.0,default,
334112,541511,541511,1.0,29000000.0,default,
334112,541700,541700,1.0,1194000000.0,default,
334118,233230,233230,1.0,2000000.0,default,
334118,423400,423400,1.0,69000000.0,default,
334118,541511,541511,1.0,65000000.0,default,
334118,541700,541700,1.0,1965000000.0,default,
334210,233230,233230,1.0,2000000.0,default,
334210,423600,423600,1.0,39000000.0,default,
334210,541511,541511,1.0,29000000.0,default,
334210,541700,541700,1.0,2549000000.0,default,
334220,233230,233230,1.0,6000000.0,default,
334220,423600,423600,1.0,4000000.0,default,
334220,541511,541511,1.0,71000000.0,default,
334220,541700,541700,1.0,4059000000.0,default,
334290,233230,233230,1.0,1000000.0,default,
334290,423600,423600,1.0,55000000.0,default,
334290,541511,541511,1.0,27000000.0,default,
334290,541700,541700,1.0,1167000000.0,default,
334413,233230,233230,1.0,3000000.0,default,
334413,423600,423600,1.0,420000000.0,default,
334413,541511,541511,1.0,241000000.0,default,
334413,541700,541700,1.0,12646000000.0,default,
334418,233230,233230,1.0,1000000.0,default,
334418,423600,423600,1.0,296000000.0,default,
334418,541511,541511,1.0,74000000.0,default,
334418,541700,541700,1.0,1668000000.0,default,
33441A,233230,233230,1.0,2000000.0,default,
33441A,423600,423600,1.0,275000000.0,default,
33441A,541511,541511,1.0,168000000.0,default,
33441A,541700,541700,1.0,4348000000.0,default,
334510,233230,233230,1.0,5000000.0,default,
334510,423600,423600,1.0,737000000.0,default,
334510,541511,541511,1.0,83000000.0,default,
334510,541700,541700,1.0,1170000000.0,default,
334511,233230,233230,1.0,9000000.0,default,
334511,423600,423600,1.0,114000000.0,default,
334511,541511,541511,1.0,149000000.0,default,
334511,541700,541700,1.0,2745000000.0,default,
334512,423600,423600,1.0,28000000.0,default,
334512,541511,541511,1.0,21000000.0,default,
334512,541700,541700,1.0,254000000.0,default,
334513,233230,233230,1.0,2000000.0,default,
334513,423600,423600,1.0,51000000.0,default,
334513,541511,541511,1.0,75000000.0,default,
334513,541700,541700,1.0,985000000.0,default,
334514,233230,233230,1.0,1000000.0,default,
334514,423600,423600,1.0,71000000.0,default,
334514,541511,541511,1.0,12000000.0,default,
334514,541700,541700,1.0,673000000.0,default,
334515,233230,233230,1.0,2000000.0,default,
334515,423600,423600,1.0,26000000.0,default,
334515,541511,541511,1.0,46000000.0,default,
334515,541700,541700,1.0,1250000000.0,default,
334516,233230,233230,1.0,3000000.0,default,
334516,423600,423600,1.0,137000000.0,default,
334516,541511,541511,1.0,44000000.0,default,
334516,541700,541700,1.0,583000000.0,default,
334517,233230,233230,1.0,2000000.0,default,
334517,423600,423600,1.0,45000000.0,default,
334517,541511,541511,1.0,16000000.0,default,
334517,541700,541700,1.0,218000000.0,default,
33451A,233230,233230,1.0,2000000.0,default,
33451A,423600,423600,1.0,40000000.0,default,
33451A,541511,541511,1.0,44000000.0,default,
33451A,541700,541700,1.0,1178000000.0,default,
334300,423600,423600,1.0,83000000.0,default,
334300,541511,541511,1.0,29000000.0,default,
334300,541700,541700,1.0,131000000.0,default,
334610,423600,423600,1.0,2000000.0,default,
334610,423A00,423A00,1.0,9000000.0,default,
334610,541511,541511,1.0,14000000.0,default,
334610,541700,541700,1.0,49000000.0,default,
335110,233230,233230,1.0,1000000.0,default,
335110,423600,423600,1.0,51000000.0,default,
335110,541511,541511,1.0,4000000.0,default,
335110,541700,541700,1.0,38000000.0,default,
335120,233230,233230,1.0,6000000.0,default,
335120,423600,423600,1.0,478000000.0,default,
335120,541511,541511,1.0,23000000.0,default,
335120,541700,541700,1.0,163000000.0,default,
335210,233230,233230,1.0,2000000.0,default,
335210,423600,423600,1.0,190000000.0,default,
335210,541511,541511,1.0,3000000.0,default,
335210,541700,541700,1.0,60000000.0,default,
335220,233230,233230,1.0,9000000.0,default,
335220,423600,423600,1.0,273000000.0,default,
335220,541511,541511,1.0,12000000.0,default,
335220,541700,541700,1.0,266000000.0,default,
335311,233230,233230,1.0,5000000.0,default,
335311,423600,423600,1.0,62000000.0,default,
335311,541511,541511,1.0,21000000.0,default,
335311,541700,541700,1.0,202000000.0,default,
335312,233230,233230,1.0,10000000.0,default,
335312,423100,423100,1.0,248000000.0,default,
335312,541511,541511,1.0,29000000.0,default,
335312,541700,541700,1.0,257000000.0,default,
335313,233230,233230,1.0,10000000.0,default,
335313,423600,423600,1.0,269000000.0,default,
335313,541511,541511,1.0,27000000.0,default,
335313,541700,541700,1.0,269000000.0,default,
335314,233230,233230,1.0,9000000.0,default,
335314,423600,423600,1.0,99000000.0,default,
335314,541511,541511,1.0,37000000.0,default,
335314,541700,541700,1.0,403000000.0,default,
335911,233230,233230,1.0,2000000.0,default,
335911,423600,423600,1.0,119000000.0,default,
335911,541511,541511,1.0,12000000.0,default,
335911,541700,541700,1.0,97000000.0,default,
335912,233230,233230,1.0,1000000.0,default,
335912,423600,423600,1.0,1000000.0,default,
335912,541511,541511,1.0,8000000.0,default,
335912,541700,541700,1.0,63000000.0,default,
335920,233230,233230,1.0,5000000.0,default,
335920,423600,423600,1.0,130000000.0,default,
335920,541511,541511,1.0,16000000.0,default,
335920,541700,541700,1.0,134000000.0,default,
335930,233230,233230,1.0,4000000.0,default,
335930,423600,423600,1.0,310000000.0,default,
335930,541511,541511,1.0,29000000.0,default,
335930,541700,541700,1.0,229000000.0,default,
335991,233230,233230,1.0,1000000.0,default,
335991,423600,423600,1.0,97000000.0,default,
335991,541511,541511,1.0,5000000.0,default,
335991,541700,541700,1.0,40000000.0,default,
335999,233230,233230,1.0,3000000.0,default,
335999,423600,423600,1.0,20000000.0,default,
335999,541511,541511,1.0,20000000.0,default,
335999,541700,541700,1.0,166000000.0,default,
336111,233230,233230,1.0,41000000.0,default,
336111,423100,423100,1.0,71000000.0,default,
336111,541511,541511,1.0,33000000.0,default,
336111,541700,541700,1.0,2449000000.0,default,
336112,233230,233230,1.0,121000000.0,default,
336112,541511,541511,1.0,18000000.0,default,
336112,541700,541700,1.0,1249000000.0,default,
336120,233230,233230,1.0,22000000.0,default,
336120,423100,423100,1.0,61000000.0,default,
336120,541511,541511,1.0,8000000.0,default,
336120,541700,541700,1.0,452000000.0,default,
336211,233230,233230,1.0,32000000.0,default,
336211,423100,423100,1.0,127000000.0,default,
336211,541511,541511,1.0,11000000.0,default,
336211,541700,541700,1.0,441000000.0,default,
336212,233230,233230,1.0,23000000.0,default,
336212,423100,423100,1.0,44000000.0,default,
336212,541511,541511,1.0,7000000.0,default,
336212,541700,541700,1.0,249000000.0,default,
336213,233230,233230,1.0,7000000.0,default,
336213,423100,423100,1.0,6000000.0,default,
336213,541511,541511,1.0,4000000.0,default,
336213,541700,541700,1.0,158000000.0,default,
336214,233230,233230,1.0,30000000.0,default,
336214,423100,423100,1.0,66000000.0,default,
336214,541511,541511,1.0,9000000.0,default,
336214,541700,541700,1.0,362000000.0,default,
336310,233230,233230,1.0,26000000.0,default,
336310,423100,423100,1.0,197000000.0,default,
336310,541511,541511,1.0,24000000.0,default,
336310,541700,541700,1.0,1079000000.0,default,
336320,233230,233230,1.0,17000000.0,default,
336320,423100,423100,1.0,483000000.0,default,
336320,541511,541511,1.0,24000000.0,default,
336320,541700,541700,1.0,874000000.0,default,
336350,233230,233230,1.0,31000000.0,default,
336350,423100,423100,1.0,259000000.0,default,
336350,541511,541511,1.0,31000000.0,default,
336350,541700,541700,1.0,1378000000.0,default,
336360,233230,233230,1.0,20000000.0,default,
336360,423100,423100,1.0,7000000.0,default,
336360,541511,541511,1.0,28000000.0,default,
336360,541700,541700,1.0,933000000.0,default,
336370,233230,233230,1.0,26000000.0,default,
336370,423100,423100,1.0,245000000.0,default,
336370,541511,541511,1.0,34000000.0,default,
336370,541700,541700,1.0,1274000000.0,default,
336390,233230,233230,1.0,54000000.0,default,
336390,423100,423100,1.0,1806000000.0,default,
336390,541511,541511,1.0,58000000.0,default,
336390,541700,541700,1.0,2287000000.0,default,
3363A0,233230,233230,1.0,20000000.0,default,
3363A0,423100,423100,1.0,458000000.0,default,
3363A0,541511,541511,1.0,24000000.0,default,
3363A0,541700,541700,1.0,1211000000.0,default,
336411,233230,233230,1.0,57000000.0,default,
336411,423800,423800,1.0,259000000.0,default,
336411,541511,541511,1.0,244000000.0,default,
336411,541700,541700,1.0,7404000000.0,default,
336412,233230,233230,1.0,21000000.0,default,
336412,423800,423800,1.0,213000000.0,default,
336412,541511,541511,1.0,89000000.0,default,
336412,541700,541700,1.0,3203000000.0,default,
336413,233230,233230,1.0,17000000.0,default,
336413,423800,423800,1.0,73000000.0,default,
336413,541511,541511,1.0,118000000.0,default,
336413,541700,541700,1.0,2466000000.0,default,
336414,233230,233230,1.0,10000000.0,default,
336414,541511,541511,1.0,66000000.0,default,
336414,541700,541700,1.0,2854000000.0,default,
33641A,233230,233230,1.0,3000000.0,default,
33641A,541511,541511,1.0,17000000.0,default,
33641A,541700,541700,1.0,1723000000.0,default,
336500,233230,233230,1.0,13000000.0,default,
336500,423800,423800,1.0,17000000.0,C1,dest
336500,541511,541511,1.0,13000000.0,default,
336611,233230,233230,1.0,466000000.0,default,
336611,423800,423800,1.0,1000000.0,default,
336611,541511,541511,1.0,15000000.0,default,
336612,233230,233230,1.0,148000000.0,default,
336612,423800,423800,1.0,155000000.0,default,
336612,541511,541511,1.0,7000000.0,default,
336991,233230,233230,1.0,1000000.0,default,
336991,423800,423800,1.0,9000000.0,default,
336991,541511,541511,1.0,3000000.0,default,
336991,541700,541700,1.0,368000000.0,default,
336992,233230,233230,1.0,1000000.0,default,
336992,423800,423800,1.0,151000000.0,default,
336992,541511,541511,1.0,2000000.0,default,
336992,541700,541700,1.0,1140000000.0,default,
336999,233230,233230,1.0,1000000.0,default,
336999,423800,423800,1.0,9000000.0,default,
336999,541511,541511,1.0,4000000.0,default,
336999,541700,541700,1.0,421000000.0,default,
337110,233230,233230,1.0,138000000.0,default,
337110,423A00,423A00,1.0,30000000.0,default,
337110,541511,541511,1.0,12000000.0,default,
337121,233230,233230,1.0,65000000.0,default,
337121,423A00,423A00,1.0,222000000.0,default,
337121,541511,541511,1.0,6000000.0,default,
337122,233230,233230,1.0,27000000.0,default,
337122,423A00,423A00,1.0,12000000.0,default,
337122,541511,541511,1.0,3000000.0,default,
337127,233230,233230,1.0,31000000.0,default,
337127,423A00,423A00,1.0,63000000.0,default,
337127,541511,541511,1.0,3000000.0,default,
33712N,423A00,423A00,1.0,250000000.0,default,
33712N,541511,541511,1.0,1000000.0,default,
337215,233230,233230,1.0,44000000.0,default,
337215,423A00,423A00,1.0,158000000.0,default,
337215,541511,541511,1.0,5000000.0,default,
337215,541700,541700,1.0,82000000.0,default,
33721A,233230,233230,1.0,108000000.0,default,
33721A,423A00,423A00,1.0,256000000.0,default,
33721A,541511,541511,1.0,7000000.0,default,
33721A,541700,541700,1.0,135000000.0,default,
337900,233230,233230,1.0,8000000.0,default,
337900,423A00,423A00,1.0,70000000.0,default,
337900,541511,541511,1.0,1000000.0,default,
337900,541700,541700,1.0,26000000.0,default,
339112,233230,233230,1.0,4000000.0,default,
339112,423400,423400,1.0,882000000.0,default,
339112,541511,541511,1.0,100000000.0,default,
339112,541700,541700,1.0,3567000000.0,default,
