commodity,industry,million_usd,moved
33441A,333314,4.0,False
334511,333314,85.0,False
334516,333314,7.0,False
334517,333314,2.0,False
33451A,333314,3.0,False
325610,333314,1.0,False
423400,333314,5.0,False
541511,333314,19.0,False
541700,333314,413.0,False
233230,333316,2.0,False
333316,333316,1105.0,False
333912,333316,5.0,False
334111,333316,1.0,False
334118,333316,378.0,False
334418,333316,1.0,False
339114,333316,1.0,False
423400,333316,4.0,False
541511,333316,7.0,False
541700,333316,141.0,False
233230,333318,15.0,False
332119,333318,2.0,False
33329A,333318,11.0,False
333318,333318,17427.0,False
333415,333318,3.0,False
333413,333318,1.0,False
33399A,333318,71.0,False
334418,333318,27.0,False
335220,333318,1139.0,False
335999,333318,6.0,False
336112,333318,1.0,False
423400,333318,53.0,False
541511,333318,61.0,False
541700,333318,1032.0,False
233230,333414,9.0,False
327100,333414,17.0,False
332410,333414,1.0,False
332420,333414,1.0,False
333318,333414,2.0,False
333414,333414,4257.0,False
333415,333414,8.0,False
335220,333414,6.0,False
423A00,333414,69.0,False
541511,333414,11.0,False
541700,333414,65.0,False
S00401,333414,6.0,False
2332A0,333415,7.0,False
233230,333415,58.0,False
33329A,333415,1.0,False
333318,333415,4.0,False
333414,333415,5.0,False
333415,333415,32482.0,False
333517,333415,1.0,False
333914,333415,1.0,False
335220,333415,59.0,False
335313,333415,8.0,False
336310,333415,1.0,False
336500,333415,19.0,False
423A00,333415,129.0,False
541511,333415,67.0,False
541700,333415,407.0,False
S00401,333415,4.0,False
233230,333413,12.0,False
332310,333413,11.0,False
332320,333413,6.0,False
332430,333413,1.0,False
33329A,333413,2.0,False
333415,333413,4.0,False
333413,333413,5755.0,False
333912,333413,2.0,False
333994,333413,1.0,False
335312,333413,8.0,False
423A00,333413,71.0,False
541511,333413,23.0,False
541700,333413,132.0,False
233230,333511,3.8345985158924916,True
331510,333511,0.7669197031784983,True
332310,333511,0.7669197031784983,True
332710,333511,79.75964913056383,True
332720,333511,6.135357625427987,True
332999,333511,8.436116734963482,True
333511,333511,6304.871271901707,True
333514,333511,50.61670040978089,True
33351B,333511,20.706831985819456,True
333920,333511,0.7669197031784983,True
33399A,333511,1.5338394063569967,True
336412,333511,0.7669197031784983,True
339113,333511,0.7669197031784983,True
325510,333511,1.5338394063569967,True
326190,333511,0.7669197031784983,True
423A00,333511,13.037634954034472,True
541511,333511,8.436116734963482,True
541700,333511,81.29348853692082,True
S00401,333511,9.20303643814198,True
233230,333514,6.0,False
332119,333514,29.0,False
332310,333514,19.0,False
332600,333514,1.0,False
332710,333514,232.0,False
332720,333514,77.0,False
332800,333514,39.0,False
33291A,333514,12.0,False
332999,333514,1.0,False
33329A,333514,1.0,False
333511,333514,16.0,False
333514,333514,8360.0,False
333517,333514,36.0,False
33351B,333514,38.0,False
33399A,333514,2.0,False
336370,333514,206.0,False
339990,333514,8.0,False
325211,333514,1.0,False
326190,333514,1.0,False
423800,333514,170.0,False
541511,333514,18.0,False
541700,333514,154.0,False
S00401,333514,38.0,False
233230,333517,38.0,False
327910,333517,26.0,False
332710,333517,21.0,False
332991,333517,7.0,False
33329A,333517,9.0,False
333514,333517,91.0,False
333517,333517,7343.0,False
33351B,333517,129.0,False
333920,333517,1.0,False
33399A,333517,2.0,False
335313,333517,4.0,False
335314,333517,1.0,False
423800,333517,65.0,False
541511,333517,12.0,False
541700,333517,132.0,False
S00401,333517,8.0,False
233230,33351B,20.0,False
327910,33351B,5.0,False
33211A,33351B,43.0,False
332119,33351B,37.0,False
332200,33351B,24.0,False
332430,33351B,13.0,False
332710,33351B,37.0,False
332720,33351B,28.0,False
33299A,33351B,2.0,False
33329A,33351B,31.0,False
333316,33351B,1.0,False
333511,33351B,17.0,False
333514,33351B,50.0,False
333517,33351B,159.0,False
33351B,33351B,7984.0,False
333613,33351B,48.0,False
333914,33351B,42.0,False
33399A,33351B,3.0,False
334111,33351B,3.0,False
423800,33351B,209.0,False
541511,33351B,11.0,False
541700,33351B,178.0,False
S00401,33351B,37.0,False
233230,333611,31.0,False
333611,333611,11875.0,False
333618,333611,497.0,False
333912,333611,9.0,False
336310,333611,13.0,False
336412,333611,93.0,False
33641A,333611,1.0,False
336992,333611,4.0,False
423800,333611,62.0,False
541511,333611,14.0,False
541700,333611,393.0,False
S00401,333611,5.0,False
233230,333612,1.0,False
332991,333612,7.0,False
333612,333612,2896.0,False
333613,333612,141.0,False
333920,333612,4.0,False
339990,333612,3.0,False
326220,333612,1.0,False
423800,333612,6.0,False
541511,333612,6.0,False
541700,333612,107.0,False
S00401,333612,3.0,False
233230,333613,1.0,False
332200,333613,1.0,False
332710,333613,17.0,False
332991,333613,9.0,False
332999,333613,2.0,False
333112,333613,1.0,False
333612,333613,120.0,False
333613,333613,4617.0,False
333618,333613,1.0,False
333920,333613,1.0,False
33399A,333613,4.0,False
336320,333613,16.0,False
3363A0,333613,5.0,False
336999,333613,11.0,False
339113,333613,8.0,False
423800,333613,8.0,False
541511,333613,7.0,False
541700,333613,119.0,False
S00401,333613,28.0,False
233230,333618,8.0,False
333112,333618,3.0,False
333415,333618,1.0,False
333611,333618,2.0,False
333618,333618,24683.0,False
335312,333618,15.0,False
336310,333618,285.0,False
336350,333618,8.0,False
336390,333618,1.0,False
3363A0,333618,2.0,False
423800,333618,27.0,False
541511,333618,24.0,False
541700,333618,576.0,False
S00401,333618,19.0,False
233230,333912,13.0,False
333111,333912,2.0,False
333611,333912,3.0,False
333912,333912,8781.0,False
333914,333912,171.0,False
33399A,333912,9.0,False
423800,333912,41.0,False
541511,333912,15.0,False
541700,333912,124.0,False
233230,333914,20.0,False
332420,333914,7.0,False
332710,333914,17.0,False
333130,333914,1.0,False
33329A,333914,4.0,False
333415,333914,2.0,False
333618,333914,9.0,False
333912,333914,8.0,False
333914,333914,16934.0,False
334514,333914,16.0,False
335312,333914,5.0,False
335313,333914,3.0,False
423800,333914,299.0,False
541511,333914,22.0,False
541700,333914,166.0,False
233230,333920,38.0,False
332310,333920,24.0,False
332320,333920,27.0,False
332710,333920,4.0,False
33291A,333920,1.0,False
333111,333920,85.0,False
333120,333920,35.0,False
333130,333920,35.0,False
33329A,333920,130.0,False
333318,333920,5.0,False
333415,333920,11.0,False
333413,333920,17.0,False
333517,333920,2.0,False
333618,333920,2.0,False
333920,333920,28271.0,False
33399A,333920,73.0,False
336112,333920,1.0,False
336120,333920,305.0,False
336211,333920,89.0,False
336214,333920,1.0,False
336350,333920,2.0,False
336390,333920,36.0,False
337110,333920,3.0,False
337215,333920,1.0,False
339990,333920,10.0,False
326220,333920,3.0,False
423800,333920,668.0,False
541511,333920,62.0,False
541700,333920,405.0,False
233230,333991,5.0,False
331490,333991,2.0,False
332200,333991,8.0,False
332600,333991,25.0,False
333112,333991,8.0,False
333318,333991,126.0,False
33351B,333991,1.0,False
333912,333991,2.0,False
333914,333991,5.0,False
333991,333991,2913.0,False
33399A,333991,2.0,False
33399B,333991,1.0,False
335120,333991,9.0,False
335312,333991,27.0,False
335999,333991,47.0,False
423800,333991,121.0,False
541511,333991,7.0,False
541700,333991,47.0,False
233230,333993,7.0,False
332710,333993,31.0,False
33329A,333993,12.0,False
333318,333993,14.0,False
333920,333993,14.0,False
333993,333993,6703.0,False
33399A,333993,4.0,False
423800,333993,90.0,False
541511,333993,16.0,False
541700,333993,115.0,False
233230,333994,3.0,False
327992,333994,13.0,False
33329A,333994,48.0,False
333414,333994,1.0,False
333618,333994,1.0,False
333994,333994,2509.0,False
335220,333994,1.0,False
339990,333994,4.0,False
325510,333994,3.0,False
423800,333994,10.0,False
541511,333994,7.0,False
541700,333994,52.0,False
233230,33399A,43.0,False
332200,33399A,1.0,False
332310,33399A,2.0,False
332320,33399A,11.0,False
332710,33399A,33.0,False
332720,33399A,114.0,False
332800,33399A,2.0,False
33291A,33399A,95.0,False
332999,33399A,18.0,False
333130,33399A,41.0,False
333242,33399A,6.0,False
33329A,33399A,43.0,False
333318,33399A,9.0,False
333413,33399A,8.0,False
333514,33399A,6.0,False
33351B,33399A,8.0,False
333920,33399A,33.0,False
333991,33399A,2.0,False
333994,33399A,6.0,False
33399A,33399A,21984.0,False
335120,33399A,2.0,False
335999,33399A,6.0,False
337900,33399A,3.0,False
339113,33399A,40.0,False
326290,33399A,1.0,False
423800,33399A,235.0,False
541511,33399A,44.0,False
541700,33399A,315.0,False
233230,33399B,14.0,False
331490,33399B,1.0,False
332710,33399B,13.0,False
33291A,33399B,126.0,False
333120,33399B,11.0,False
333514,33399B,1.0,False
333914,33399B,10.0,False
333920,33399B,1.0,False
33399A,33399B,96.0,False
33399B,33399B,10302.0,False
335999,33399B,18.0,False
336412,33399B,5.0,False
336413,33399B,24.0,False
336992,33399B,1.0,False
423800,33399B,381.0,False
541511,33399B,26.0,False
541700,33399B,621.0,False
233230,334111,1.0,False
333318,334111,128.0,False
334111,334111,8093.0,False
334112,334111,31.0,False
334118,334111,284.0,False
334210,334111,2.0,False
334418,334111,242.0,False
33441A,334111,40.0,False
334610,334111,37.0,False
423400,334111,89.0,False
541511,334111,168.0,False
541700,334111,9918.0,False
233230,334112,1.0,False
334111,334112,1.0,False
334112,334112,4004.0,False
334118,334112,32.0,False
334418,334112,1.0,False
334610,334112,20.0,False
423400,334112,14.0,False
541511,334112,29.0,False
541700,334112,1194.0,False
233230,334118,2.0,False
327400,334118,42.0,False
333316,334118,10.0,False
333318,334118,22.0,False
334112,334118,1.0,False
334118,334118,6311.0,False
334418,334118,7.0,False
334511,334118,18.0,False
334610,334118,128.0,False
335311,334118,3.0,False
322220,334118,3.0,False
325211,334118,27.0,False
3252A0,334118,14.0,False
325520,334118,3.0,False
325910,334118,22.0,False
3259A0,334118,16.0,False
326110,334118,35.0,False
423400,334118,58.0,False
541511,334118,65.0,False
541700,334118,1965.0,False
233230,334210,2.0,False
334111,334210,36.0,False
334112,334210,26.0,False
334118,334210,1.0,False
334210,334210,5226.0,False
334220,334210,4.0,False
33441A,334210,1.0,False
423600,334210,33.0,False
541511,334210,29.0,False
541700,334210,2549.0,False
233230,334220,6.0,False
334210,334220,30.0,False
334220,334220,25467.0,False
334290,334220,1.0,False
334418,334220,1.0,False
334511,334220,69.0,False
334515,334220,3.0,False
33451A,334220,1.0,False
336414,334220,5.0,False
33641A,334220,24.0,False
423600,334220,4.0,False
541511,334220,71.0,False
541700,334220,4059.0,False
233230,334290,1.0,False
334220,334290,7.0,False
334290,334290,4149.0,False
334418,334290,13.0,False
334300,334290,12.0,False
335314,334290,2.0,False
335999,334290,9.0,False
336320,334290,1.0,False
339113,334290,7.0,False
339990,334290,5.0,False
423600,334290,47.0,False
541511,334290,27.0,False
541700,334290,1167.0,False
233230,334413,3.0,False
33131B,334413,8.0,False
331490,334413,1.0,False
332320,334413,3.0,False
333242,334413,3.0,False
333316,334413,49.0,False
333912,334413,4.0,False
334112,334413,56.0,False
334220,334413,5.0,False
334413,334413,50296.0,False
334418,334413,98.0,False
33441A,334413,185.0,False
334511,334413,22.0,False
334515,334413,9.0,False
334517,334413,1.0,False
335110,334413,24.0,False
335120,334413,36.0,False
335220,334413,118.0,False
335999,334413,1.0,False
325180,334413,16.0,False
423600,334413,361.0,False
541511,334413,241.0,False
541700,334413,12646.0,False
233230,334418,1.0,False
333130,334418,1.0,False
334118,334418,5.0,False
334413,334418,1.0,False
334418,334418,17950.0,False
33441A,334418,51.0,False
334511,334418,3.0,False
334610,334418,1.0,False
423600,334418,255.0,False
541511,334418,74.0,False
541700,334418,1668.0,False
233230,33441A,2.0,False
327200,33441A,8.0,False
331420,33441A,7.0,False
331490,33441A,25.0,False
332999,33441A,1.0,False
334210,33441A,1.0,False
334220,33441A,1.0,False
334413,33441A,40.0,False
334418,33441A,160.0,False
33441A,33441A,24867.0,False
334511,33441A,1.0,False
334513,33441A,1.0,False
33451A,33441A,1.0,False
334300,33441A,2.0,False
335311,33441A,4.0,False
335313,33441A,6.0,False
335314,33441A,2.0,False
335920,33441A,25.0,False
335930,33441A,101.0,False
335999,33441A,54.0,False
423600,33441A,236.0,False
541511,33441A,168.0,False
541700,33441A,4348.0,False
233230,334510,5.0,False
332420,334510,4.0,False
33299A,334510,2.0,False
33399A,334510,1.0,False
33441A,334510,3.0,False
334510,334510,30798.0,False
334516,334510,1.0,False
334517,334510,75.0,False
339112,334510,437.0,False
339113,334510,207.0,False
325180,334510,1.0,False
325610,334510,2.0,False
3259A0,334510,1.0,False
326190,334510,1.0,False
423600,334510,633.0,False
541511,334510,83.0,False
541700,334510,1170.0,False
233230,334511,9.0,False
33329A,334511,4.0,False
333314,334511,175.0,False
333318,334511,9.0,False
333618,334511,19.0,False
334210,334511,4.0,False
334220,334511,397.0,False
334290,334511,3.0,False
334413,334511,15.0,False
334418,334511,2.0,False
33441A,334511,7.0,False
334511,334511,48981.0,False
334515,334511,532.0,False
334516,334511,37.0,False
334517,334511,1.0,False
33451A,334511,18.0,False
335312,334511,1.0,False
335999,334511,2.0,False
336411,334511,24.0,False
336414,334511,591.0,False
33641A,334511,38.0,False
339112,334511,2.0,False
326190,334511,1.0,False
423600,334511,98.0,False
541511,334511,149.0,False
541700,334511,2745.0,False
33291A,334512,6.0,False
333314,334512,1.0,False
333415,334512,67.0,False
334512,334512,2794.0,False
335314,334512,3.0,False
336310,334512,3.0,False
336350,334512,1.0,False
326190,334512,21.0,False
423600,334512,24.0,False
541511,334512,21.0,False
541700,334512,254.0,False
233230,334513,2.0,False
33291A,334513,2.0,False
333415,334513,3.0,False
33399A,334513,2.0,False
334511,334513,1.0,False
334513,334513,10194.0,False
334515,334513,60.0,False
334516,334513,71.0,False
334610,334513,3.0,False
335314,334513,25.0,False
335920,334513,1.0,False
336320,334513,1.0,False
423600,334513,44.0,False
541511,334513,75.0,False
541700,334513,985.0,False
233230,334514,1.0,False
33291A,334514,42.0,False
334220,334514,1.0,False
334514,334514,5108.0,False
334515,334514,2.0,False
335314,334514,1.0,False
326190,334514,3.0,False
423600,334514,61.0,False
541511,334514,12.0,False
541700,334514,673.0,False
233230,334515,2.0,False
333314,334515,5.0,False
334111,334515,21.0,False
334220,334515,5.0,False
334418,334515,2.0,False
33441A,334515,6.0,False
334511,334515,21.0,False
334513,334515,26.0,False
334514,334515,10.0,False
334515,334515,10539.0,False
334516,334515,26.0,False
33451A,334515,32.0,False
335314,334515,7.0,False
335999,334515,22.0,False
423600,334515,22.0,False
541511,334515,46.0,False
541700,334515,1250.0,False
233230,334516,3.0,False
333314,334516,3.0,False
333415,334516,1.0,False
334510,334516,11.0,False
334513,334516,13.0,False
334515,334516,34.0,False
334516,334516,14928.0,False
33451A,334516,10.0,False
334610,334516,1.0,False
335911,334516,112.0,False
339113,334516,5.0,False
325190,334516,2.0,False
325413,334516,1.0,False
325620,334516,3.0,False
3259A0,334516,18.0,False
423600,334516,117.0,False
541511,334516,44.0,False
541700,334516,583.0,False
233230,334517,2.0,False
334418,334517,1.0,False
334510,334517,360.0,False
334517,334517,8881.0,False
339112,334517,8.0,False
423600,334517,38.0,False
541511,334517,16.0,False
541700,334517,218.0,False
233230,33451A,2.0,False
332999,33451A,1.0,False
33441A,33451A,2.0,False
334511,33451A,6.0,False
334513,33451A,1.0,False
334514,33451A,1.0,False
334515,33451A,4.0,False
334516,33451A,47.0,False
33451A,33451A,11871.0,False
335314,33451A,1.0,False
339910,33451A,5.0,False
326190,33451A,1.0,False
423600,33451A,34.0,False
541511,33451A,44.0,False
541700,33451A,1178.0,False
334220,334300,3.0,False
334300,334300,2876.0,False
423600,334300,72.0,False
541511,334300,29.0,False
541700,334300,131.0,False
334610,334610,1725.0,False
335314,334610,26.0,False
323110,334610,3.0,False
423600,334610,1.0,False
423A00,334610,8.0,False
541511,334610,14.0,False
541700,334610,49.0,False
541800,334610,40.0,False
233230,335110,1.0,False
327200,335110,3.0,False
332310,335110,2.0,False
335110,335110,1355.0,False
335120,335110,45.0,False
339950,335110,3.0,False
423600,335110,48.0,False
541511,335110,4.0,False
541700,335110,38.0,False
233230,335120,6.0,False
332320,335120,2.0,False
333993,335120,1.0,False
334290,335120,1.0,False
335110,335120,1.0,False
335120,335120,11151.0,False
335312,335120,33.0,False
335911,335120,5.0,False
335999,335120,2.0,False
33712N,335120,6.0,False
33721A,335120,1.0,False
339950,335120,6.0,False
314900,335120,4.0,False
3259A0,335120,1.0,False
326190,335120,89.0,False
423600,335120,454.0,False
541511,335120,23.0,False
541700,335120,163.0,False
233230,335210,2.0,False
333318,335210,32.0,False
333414,335210,2.0,False
333415,335210,1.0,False
335210,335210,3301.0,False
335312,335210,3.0,False
339112,335210,3.0,False
339990,335210,1.0,False
322299,335210,7.0,False
423600,335210,180.0,False
541511,335210,3.0,False
541700,335210,60.0,False
233230,335220,9.0,False
332500,335220,36.0,False
333318,335220,11.0,False
333414,335220,79.0,False
333415,335220,12.0,False
333994,335220,13.0,False
335220,335220,18348.0,False
423600,335220,259.0,False
541511,335220,12.0,False
541700,335220,266.0,False
233230,335311,5.0,False
33441A,335311,1.0,False
335311,335311,5035.0,False
335312,335311,2.0,False
335313,335311,13.0,False
335999,335311,6.0,False
423600,335311,59.0,False
541511,335311,21.0,False
541700,335311,202.0,False
233230,335312,10.0,False
333318,335312,1.0,False
333413,335312,1.0,False
333611,335312,1.0,False
333618,335312,279.0,False
335312,335312,8835.0,False
335313,335312,52.0,False
335314,335312,189.0,False
335930,335312,83.0,False
335999,335312,299.0,False
336320,335312,1.0,False
336500,335312,9.0,False
423100,335312,244.0,False
541511,335312,29.0,False
541700,335312,257.0,False
233230,335313,10.0,False
331420,335313,1.0,False
331490,335313,1.0,False
332310,335313,14.0,False
332710,335313,1.0,False
333111,335313,1.0,False
333914,335313,10.0,False
334418,335313,1.0,False
33441A,335313,1.0,False
334300,335313,10.0,False
335311,335313,159.0,False
335312,335313,9.0,False
335313,335313,10950.0,False
335314,335313,345.0,False
335930,335313,1.0,False
335999,335313,27.0,False
423600,335313,255.0,False
541511,335313,27.0,False
541700,335313,269.0,False
233230,335314,9.0,False
33291A,335314,20.0,False
334118,335314,1.0,False
334513,335314,26.0,False
334515,335314,43.0,False
334610,335314,5.0,False
335313,335314,102.0,False
335314,335314,9883.0,False
335930,335314,2.0,False
335999,335314,39.0,False
423600,335314,94.0,False
541511,335314,37.0,False
541700,335314,403.0,False
233230,335911,2.0,False
331490,335911,3.0,False
334413,335911,3.0,False
335911,335911,7233.0,False
335912,335911,12.0,False
335920,335911,25.0,False
335999,335911,2.0,False
423600,335911,113.0,False
541511,335911,12.0,False
541700,335911,97.0,False
233230,335912,1.0,False
331490,335912,85.0,False
335911,335912,32.0,False
335912,335912,2232.0,False
423600,335912,1.0,False
541511,335912,8.0,False
541700,335912,63.0,False
233230,335920,5.0,False
327200,335920,330.0,False
327999,335920,1.0,False
33131B,335920,11.0,False
331420,335920,188.0,False
331490,335920,11.0,False
33441A,335920,8.0,False
335920,335920,10574.0,False
335930,335920,8.0,False
335999,335920,1.0,False
423600,335920,123.0,False
541511,335920,16.0,False
541700,335920,134.0,False
233230,335930,4.0,False
331110,335930,2.0,False
332119,335930,1.0,False
33329A,335930,1.0,False
33399A,335930,24.0,False
334418,335930,1.0,False
33441A,335930,65.0,False
334511,335930,1.0,False
334515,335930,1.0,False
335120,335930,32.0,False
335313,335930,11.0,False
335314,335930,37.0,False
335930,335930,12758.0,False
336320,335930,578.0,False
322220,335930,223.0,False
324190,335930,19.0,False
325510,335930,2.0,False
423600,335930,294.0,False
541511,335930,29.0,False
541700,335930,229.0,False
233230,335991,1.0,False
333130,335991,1.0,False
335991,335991,3299.0,False
423600,335991,92.0,False
541511,335991,5.0,False
541700,335991,40.0,False
233230,335999,3.0,False
331420,335999,312.0,False
331490,335999,71.0,False
33399A,335999,3.0,False
334413,335999,1.0,False
334418,335999,1.0,False
33441A,335999,35.0,False
334300,335999,1.0,False
335120,335999,1.0,False
335210,335999,1.0,False
335311,335999,4.0,False
335312,335999,2.0,False
335313,335999,3.0,False
335314,335999,7.0,False
335999,335999,10172.0,False
339113,335999,11.0,False
339920,335999,1.0,False
423600,335999,19.0,False
541511,335999,20.0,False
541700,335999,166.0,False
233230,336111,41.0,False
336111,336111,32758.0,False
336112,336111,3452.0,False
336310,336111,989.0,False
336390,336111,209.0,False
423100,336111,68.0,False
541511,336111,33.0,False
541700,336111,2449.0,False
233230,336112,121.0,False
333618,336112,1.0,False
336112,336112,211395.0,False
336120,336112,33.0,False
336310,336112,2.0,False
336390,336112,27.0,False
541511,336112,18.0,False
541700,336112,1249.0,False
233230,336120,22.0,False
336112,336120,240.0,False
336120,336120,25386.0,False
336390,336120,25.0,False
336500,336120,1.0,False
423100,336120,58.0,False
541511,336120,8.0,False
541700,336120,452.0,False
233230,336211,32.0,False
333120,336211,13.0,False
333920,336211,10.0,False
336112,336211,68.0,False
336120,336211,3638.0,False
336211,336211,10201.0,False
336212,336211,37.0,False
336390,336211,305.0,False
336500,336211,2.0,False
314900,336211,11.0,False
326290,336211,1.0,False
423100,336211,121.0,False
541511,336211,11.0,False
541700,336211,441.0,False
233230,336212,23.0,False
333111,336212,2.0,False
336112,336212,5.0,False
336120,336212,5.0,False
336211,336212,228.0,False
336212,336212,10449.0,False
336214,336212,1.0,False
336390,336212,30.0,False
314900,336212,1.0,False
423100,336212,42.0,False
541511,336212,7.0,False
541700,336212,249.0,False
233230,336213,7.0,False
331490,336213,9.0,False
336213,336213,5343.0,False
336214,336213,37.0,False
325510,336213,2.0,False
423100,336213,6.0,False
541511,336213,4.0,False
541700,336213,158.0,False
233230,336214,30.0,False
332310,336214,14.0,False
332710,336214,1.0,False
333920,336214,26.0,False
336212,336214,111.0,False
336213,336214,842.0,False
336214,336214,14177.0,False
336390,336214,64.0,False
336999,336214,1984.0,False
314900,336214,22.0,False
423100,336214,63.0,False
541511,336214,9.0,False
541700,336214,362.0,False
233230,336310,26.0,False
331490,336310,1.0,False
332710,336310,1.0,False
333612,336310,2.0,False
333618,336310,77.0,False
33399A,336310,4.0,False
335911,336310,33.0,False
336120,336310,7.0,False
336310,336310,36153.0,False
336320,336310,788.0,False
336350,336310,1241.0,False
336370,336310,2.0,False
336390,336310,186.0,False
3363A0,336310,31.0,False
339990,336310,2.0,False
314900,336310,3.0,False
423100,336310,187.0,False
541511,336310,24.0,False
541700,336310,1079.0,False
S00401,336310,39.0,False
233230,336320,17.0,False
327200,336320,1.0,False
333618,336320,1.0,False
334210,336320,3.0,False
334514,336320,1.0,False
334515,336320,1.0,False
334300,336320,72.0,False
335120,336320,1.0,False
335312,336320,1.0,False
335314,336320,69.0,False
335920,336320,1.0,False
335930,336320,1.0,False
336310,336320,32.0,False
336320,336320,21436.0,False
336360,336320,590.0,False
336390,336320,126.0,False
3363A0,336320,199.0,False
314900,336320,1.0,False
423100,336320,459.0,False
541511,336320,24.0,False
541700,336320,874.0,False
S00401,336320,114.0,False
233230,336350,31.0,False
332119,336350,3.0,False
332913,336350,2.0,False
332991,336350,1.0,False
333111,336350,1.0,False
333415,336350,6.0,False
333514,336350,8.0,False
333613,336350,8.0,False
333618,336350,6.0,False
336310,336350,234.0,False
336320,336350,224.0,False
336350,336350,39283.0,False
336390,336350,91.0,False
3363A0,336350,355.0,False
336992,336350,2.0,False
314900,336350,1.0,False
423100,336350,246.0,False
541511,336350,31.0,False
541700,336350,1378.0,False
S00401,336350,56.0,False
233230,336360,20.0,False
332600,336360,2.0,False
332999,336360,5.0,False
333514,336360,150.0,False
33451A,336360,1.0,False
336310,336360,195.0,False
336360,336360,29768.0,False
336390,336360,411.0,False
3363A0,336360,139.0,False
336413,336360,11.0,False
337127,336360,5.0,False
339990,336360,11.0,False
314900,336360,16.0,False
326140,336360,1.0,False
326190,336360,1.0,False
326220,336360,31.0,False
326290,336360,1.0,False
423100,336360,7.0,False
541511,336360,28.0,False
541700,336360,933.0,False
S00401,336360,61.0,False
233230,336370,26.0,False
332119,336370,574.0,False
332710,336370,1.0,False
332720,336370,1.0,False
332800,336370,2.0,False
332913,336370,19.0,False
33299A,336370,45.0,False
332999,336370,24.0,False
333415,336370,20.0,False
333511,336370,7.0,False
333514,336370,548.0,False
33399A,336370,2.0,False
334118,336370,3.0,False
336310,336370,23.0,False
336370,336370,34920.0,False
336390,336370,15.0,False
336500,336370,16.0,False
325510,336370,1.0,False
326120,336370,1.0,False
326190,336370,3.0,False
423100,336370,233.0,False
541511,336370,34.0,False
541700,336370,1274.0,False
S00401,336370,116.0,False
233230,336390,54.0,False
332119,336390,6.0,False
332500,336390,102.0,False
333111,336390,6.0,False
333415,336390,51.0,False
333514,336390,128.0,False
33351B,336390,1.0,False
333618,336390,1.0,False
333920,336390,2.0,False
33399A,336390,1.0,False
334300,336390,59.0,False
335220,336390,1.0,False
335999,336390,1.0,False
336112,336390,2.0,False
336120,336390,3.0,False
336211,336390,15.0,False
336212,336390,1.0,False
336310,336390,209.0,False
336320,336390,848.0,False
336350,336390,366.0,False
336360,336390,100.0,False
336370,336390,89.0,False
336390,336390,58366.0,False
3363A0,336390,294.0,False
336500,336390,2.0,False
336991,336390,12.0,False
339920,336390,24.0,False
314110,336390,3.0,False
314900,336390,574.0,False
325610,336390,9.0,False
326190,336390,92.0,False
326220,336390,5.0,False
326290,336390,40.0,False
423100,336390,1715.0,False
541511,336390,58.0,False
541700,336390,2287.0,False
S00401,336390,151.0,False
233230,3363A0,20.0,False
331510,3363A0,13.0,False
332600,3363A0,5.0,False
333514,3363A0,1.0,False
333618,3363A0,402.0,False
336211,3363A0,2.0,False
336310,3363A0,8.0,False
336320,3363A0,2.0,False
336350,3363A0,579.0,False
336390,3363A0,366.0,False
3363A0,3363A0,24251.0,False
314900,3363A0,14.0,False
326290,3363A0,1.0,False
423100,3363A0,435.0,False
541511,3363A0,24.0,False
541700,3363A0,1211.0,False
S00401,3363A0,120.0,False
233230,336411,57.0,False
332310,336411,1.0,False
33329A,336411,4.0,False
333318,336411,18.0,False
333611,336411,1.0,False
334511,336411,461.0,False
335999,336411,2.0,False
336411,336411,134002.0,False
336412,336411,145.0,False
336413,336411,6854.0,False
336414,336411,110.0,False
33641A,336411,5.0,False
336992,336411,1.0,False
325520,336411,32.0,False
423800,336411,229.0,False
541511,336411,244.0,False
541700,336411,7404.0,False
233230,336412,21.0,False
333514,336412,5.0,False
333611,336412,152.0,False
334511,336412,3.0,False
336211,336412,2.0,False
336412,336412,42913.0,False
336413,336412,78.0,False
423800,336412,189.0,False
541511,336412,89.0,False
541700,336412,3203.0,False
S00401,336412,9.0,False
233230,336413,17.0,False
33211A,336413,1.0,False
332500,336413,7.0,False
333611,336413,11.0,False
333618,336413,2.0,False
33399B,336413,1.0,False
334511,336413,24.0,False
335314,336413,9.0,False
336214,336413,1.0,False
336411,336413,587.0,False
336412,336413,129.0,False
336413,336413,33666.0,False
33641A,336413,1.0,False
326290,336413,4.0,False
423800,336413,65.0,False
541511,336413,118.0,False
541700,336413,2466.0,False
S00401,336413,29.0,False
233230,336414,10.0,False
33299A,336414,1.0,False
334220,336414,17.0,False
334511,336414,2.0,False
336414,336414,16643.0,False
33641A,336414,144.0,False
336992,336414,67.0,False
541511,336414,66.0,False
541700,336414,2854.0,False
233230,33641A,3.0,False
331490,33641A,1.0,False
33299A,33641A,16.0,False
33329A,33641A,52.0,False
33441A,33641A,36.0,False
334511,33641A,1.0,False
335999,33641A,11.0,False
336411,33641A,226.0,False
336412,33641A,28.0,False
336413,33641A,38.0,False
336414,33641A,267.0,False
33641A,33641A,7080.0,False
336992,33641A,2.0,False
3259A0,33641A,5.0,False
541511,33641A,17.0,False
541700,33641A,1723.0,False
233230,336500,13.0,False
332500,336500,2.0,False
332710,336500,2.0,False
333618,336500,98.0,False
335312,336500,23.0,False
335999,336500,4.0,False
336500,336500,12605.0,False
