ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,Notes,Table
UMD_GHGIA,Industrial Process Refrigeration,NAICS_2017_Code,21,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Industrial Process Refrigeration,NAICS_2017_Code,2212,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Industrial Process Refrigeration,NAICS_2017_Code,23,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Industrial Process Refrigeration,NAICS_2017_Code,31,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Industrial Process Refrigeration,NAICS_2017_Code,32,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Industrial Process Refrigeration,NAICS_2017_Code,33,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,2213,,Apply same mapping as Commercial elsewhere,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,42,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,44,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,45,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,493,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,51,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,52,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,53,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,54,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,55,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,56,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,61,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,62,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,71,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,72,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,81,,,UMD_GHGIA_T_4_60
UMD_GHGIA,Commercial Stationary Air Conditioning,NAICS_2017_Code,S00102,,,UMD_GHGIA_T_4_60
