ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,Notes,Table
EPA_GHGI_CEDA,Nitric Acid Production,NAICS_2017_Code,32531,,325310,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Adipic Acid Production,NAICS_2017_Code,32519,,325190,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,N2O from Product Uses,NAICS_2017_Code,621,,"621, 622, 623",EPA_GHGI_T_2_1
EPA_GHGI_CEDA,N2O from Product Uses,NAICS_2017_Code,622,,,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,N2O from Product Uses,NAICS_2017_Code,623,,,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,"Caprolactam, Glyoxal, and Glyoxylic Acid Production",NAICS_2017_Code,32519,,325190,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Electronics Industry,NAICS_2017_Code,334413,,"334413, name change from Semiconductor Manufacture",EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Electrical Transmission and Distribution,NAICS_2017_Code,2211,,221100,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Electrical Equipment,NAICS_2017_Code,2211,,new activity,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Electric Power,NAICS_2017_Code,2211,,"Commodity: 221100 (or I: 221100, S00101, S00202)",EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Liming,NAICS_2017_Code,11111,,1111A0,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Urea Fertilization,NAICS_2017_Code,111,,"111, 112",EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Urea Fertilization,NAICS_2017_Code,112,,,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Manure Management,NAICS_2017_Code,112,,,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Field Burning of Agricultural Residues,NAICS_2017_Code,111,,,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Rice Cultivation,NAICS_2017_Code,11116,,1111B0,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Anaerobic Digestion at Biogas Facilities,NAICS_2017_Code,562219,,new in GHGI since 2018,EPA_GHGI_T_2_1
EPA_GHGI_CEDA,Agricultural Equipment Non-Road,NAICS_2017_Code,111,,"111, 112, 113, 114","EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Agricultural Equipment Non-Road,NAICS_2017_Code,112,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Agricultural Equipment Non-Road,NAICS_2017_Code,113,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Agricultural Equipment Non-Road,NAICS_2017_Code,114,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Alternative Fuel On-Road,NAICS_2017_Code,485,,"485000, 486000, 48A000, 492000","EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Alternative Fuel On-Road,NAICS_2017_Code,487,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Alternative Fuel On-Road,NAICS_2017_Code,488,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Alternative Fuel On-Road,NAICS_2017_Code,492,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Construction/Mining Equipment Non-Road,NAICS_2017_Code,211,,"211000, 212100, 2122A0, 212230, 212310, 2123AO, 213111","EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Construction/Mining Equipment Non-Road,NAICS_2017_Code,212,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Construction/Mining Equipment Non-Road,NAICS_2017_Code,213111,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Construction/Mining Equipment Non-Road,NAICS_2017_Code,213112,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Medium- and Heavy-Duty Trucks and Buses,NAICS_2017_Code,484,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,485,,"485000, 48A000, 492000, 532100, 532400, 621900, 713900, 811100, 811300","EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,487,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,488,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,492,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,5321,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,5324,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,6219,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,7139,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,8111,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Other Non-Road,NAICS_2017_Code,8113,,,"EPA_GHGI_T_3_14, EPA_GHGI_T_3_15"
EPA_GHGI_CEDA,Exploration,NAICS_2017_Code,211120,,211000,"EPA_GHGI_T_3_38, EPA_GHGI_T_3_40, EPA_GHGI_T_3_42, EPA_GHGI_T_3_63, EPA_GHGI_T_3_65, EPA_GHGI_T_3_67"
EPA_GHGI_CEDA,Production,NAICS_2017_Code,211130,,211000,"EPA_GHGI_T_3_38, EPA_GHGI_T_3_40, EPA_GHGI_T_3_42, EPA_GHGI_T_3_63, EPA_GHGI_T_3_65, EPA_GHGI_T_3_67"
EPA_GHGI_CEDA,Crude Oil Transportation,NAICS_2017_Code,486110,,not mapped,"EPA_GHGI_T_3_38, EPA_GHGI_T_3_40, EPA_GHGI_T_3_42"
EPA_GHGI_CEDA,Transportation,NAICS_2017_Code,486110,,not mapped,"EPA_GHGI_T_3_38, EPA_GHGI_T_3_40, EPA_GHGI_T_3_42"
EPA_GHGI_CEDA,Refining,NAICS_2017_Code,324110,,324110,"EPA_GHGI_T_3_38, EPA_GHGI_T_3_40, EPA_GHGI_T_3_42"
EPA_GHGI_CEDA,Crude Refining,NAICS_2017_Code,324110,,324110,"EPA_GHGI_T_3_38, EPA_GHGI_T_3_40, EPA_GHGI_T_3_42"
EPA_GHGI_CEDA,Distribution,NAICS_2017_Code,221210,,221200,"EPA_GHGI_T_3_63, EPA_GHGI_T_3_65, EPA_GHGI_T_3_67"
EPA_GHGI_CEDA,Post-Meter,NAICS_2017_Code,221210,,,"EPA_GHGI_T_3_63, EPA_GHGI_T_3_65, EPA_GHGI_T_3_67"
EPA_GHGI_CEDA,Processing,NAICS_2017_Code,211130,,211000,"EPA_GHGI_T_3_63, EPA_GHGI_T_3_65, EPA_GHGI_T_3_67"
EPA_GHGI_CEDA,Transmission and Storage,NAICS_2017_Code,486210,,486000,"EPA_GHGI_T_3_63, EPA_GHGI_T_3_65, EPA_GHGI_T_3_67"
EPA_GHGI_CEDA,Chickpeas,NAICS_2017_Code,11113,,1111B0,EPA_GHGI_T_5_29
EPA_GHGI_CEDA,Cotton,NAICS_2017_Code,11192,,111900,EPA_GHGI_T_5_29
EPA_GHGI_CEDA,Maize,NAICS_2017_Code,11115,,1111B0,EPA_GHGI_T_5_29
EPA_GHGI_CEDA,Rice,NAICS_2017_Code,11116,,1111B0,EPA_GHGI_T_5_29
EPA_GHGI_CEDA,Soybeans,NAICS_2017_Code,11111,,1111A0,EPA_GHGI_T_5_29
EPA_GHGI_CEDA,Wheat,NAICS_2017_Code,11114,,1111B0,EPA_GHGI_T_5_29
EPA_GHGI_CEDA,American Bison,NAICS_2017_Code,11299,,112A00,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Beef Cattle,NAICS_2017_Code,11211,,1121A0,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Dairy Cattle,NAICS_2017_Code,11212,,112120,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Goats,NAICS_2017_Code,11242,,112A00,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Horses,NAICS_2017_Code,11292,,112A00,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Mules and Asses,NAICS_2017_Code,11292,,112A00,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Sheep,NAICS_2017_Code,11241,,112A00,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Swine,NAICS_2017_Code,1122,,112A00,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Poultry,NAICS_2017_Code,1123,,112300,"EPA_GHGI_T_5_3, EPA_GHGI_T_5_7"
EPA_GHGI_CEDA,Acrylonitrile,NAICS_2017_Code,325411,,325411 (incorrect in original?),EPA_GHGI_T_4_46
EPA_GHGI_CEDA,Carbon Black,NAICS_2017_Code,325212,,3252A0 (incorrect in original?),EPA_GHGI_T_4_46
EPA_GHGI_CEDA,Ethylene,NAICS_2017_Code,324110,,324110,EPA_GHGI_T_4_46
EPA_GHGI_CEDA,Ethylene Dichloride,NAICS_2017_Code,325120,,not mapped,EPA_GHGI_T_4_46
EPA_GHGI_CEDA,Ethylene Oxide,NAICS_2017_Code,325411,,325411 (incorrect in original?),EPA_GHGI_T_4_46
EPA_GHGI_CEDA,Methanol,NAICS_2017_Code,325411,,325411 (incorrect in original?),EPA_GHGI_T_4_46
EPA_GHGI_CEDA,Industry Industrial Coking Coal,NAICS_2017_Code,212210,,2122A0 (incorrect in original?),EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Industrial Other Coal,NAICS_2017_Code,212210,,2122A0 (incorrect in original?),EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,31,,"31, 32, 33",EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,324110,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,324199,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,32412,,Used in CEDA,
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,325,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,326,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,327,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Petroleum Products Non-energy,NAICS_2017_Code,33,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Natural Gas to Chemical Plants,NAICS_2017_Code,31,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Natural Gas to Chemical Plants,NAICS_2017_Code,32,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Industry Natural Gas to Chemical Plants,NAICS_2017_Code,33,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,48,,"48, 491, 492, S00500, S00600, GSLGO, S00201, S00203, F01000",EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,491,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,492,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,S00500,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,S00600,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,GSLGO,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,S00203,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Transportation Lubricants,NAICS_2017_Code,F01000,,,EPA_GHGI_T_3_22
EPA_GHGI_CEDA,Coal Electric Power,NAICS_2017_Code,2211,,"Commodity: 221100 (or I: 221100, S00101, S00202)","EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Electric Power,NAICS_2017_Code,2211,,"Commodity: 221100 (or I: 221100, S00101, S00202)","EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Natural Gas Electric Power,NAICS_2017_Code,2211,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Electric Power,NAICS_2017_Code,2211,,"Commodity: 221100 (or I: 221100, S00101, S00202)","EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,All activities Electric Power,NAICS_2017_Code,2211,,"Sum of other ""Electric Power"" activities","EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Coal Electric Power,NAICS_2017_Code,S00101,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Electric Power,NAICS_2017_Code,S00101,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Natural Gas Electric Power,NAICS_2017_Code,S00101,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Electric Power,NAICS_2017_Code,S00101,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Coal Electric Power,NAICS_2017_Code,S00202,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Electric Power,NAICS_2017_Code,S00202,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Natural Gas Electric Power,NAICS_2017_Code,S00202,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Electric Power,NAICS_2017_Code,S00202,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Coal Residential,NAICS_2017_Code,F01000,,F01000,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Residential,NAICS_2017_Code,F01000,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Natural Gas Residential,NAICS_2017_Code,F01000,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Residential,NAICS_2017_Code,F01000,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Coal Industrial,NAICS_2017_Code,11,,"11, 21, 2212, 23, 31, 32, 33","EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Industrial,NAICS_2017_Code,21,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Industrial,NAICS_2017_Code,2212,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Industrial,NAICS_2017_Code,23,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Industrial - Manufacturing,NAICS_2017_Code,31,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Industrial - Manufacturing,NAICS_2017_Code,32,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Industrial - Manufacturing,NAICS_2017_Code,33,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Fuel Oil Industrial,NAICS_2017_Code,11,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Industrial,NAICS_2017_Code,21,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Industrial,NAICS_2017_Code,2212,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Industrial,NAICS_2017_Code,23,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Industrial,NAICS_2017_Code,31,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Industrial,NAICS_2017_Code,32,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Industrial,NAICS_2017_Code,33,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Natural gas Industrial - Manufacturing,NAICS_2017_Code,31,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Natural gas Industrial - Manufacturing,NAICS_2017_Code,32,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Natural gas Industrial - Manufacturing,NAICS_2017_Code,33,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Industrial,NAICS_2017_Code,11,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Industrial,NAICS_2017_Code,21,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Industrial,NAICS_2017_Code,2212,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Industrial,NAICS_2017_Code,23,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Industrial,NAICS_2017_Code,31,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Industrial,NAICS_2017_Code,32,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Wood Industrial,NAICS_2017_Code,33,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,2213,,"2213, 42, 44, 45, 493, 5, 6, 7, 8, S00102, GSLGE, GSLGH","EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,42,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,44,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,45,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,493,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,51,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,52,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,53,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,54,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,55,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,56,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,61,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,62,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,71,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,72,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,81,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,S00102,,S00102,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,GSLGE,,GSLGE,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Coal Commercial,NAICS_2017_Code,GSLGH,,GSLGH,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9, EPA_GHGI_T_A_14"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,2213,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,42,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,44,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,45,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,493,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,51,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,52,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,53,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,54,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,55,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,56,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,61,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,62,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,71,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
EPA_GHGI_CEDA,Fuel Oil Commercial,NAICS_2017_Code,72,,,"EPA_GHGI_T_3_8, EPA_GHGI_T_3_9"
