ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,Note
Census_EC_PxI,"primary, secondary and alloyed copper and brass in primary and mill shapes, except pipe and tube",BEA_2017_Code,331420,,seed; via NAICS 331420
Census_EC_PxI,printing paper,BEA_2017_Code,322120,,seed; via NAICS 322121
Census_EC_PxI,pulpwood,BEA_2017_Code,113000,,corrected; via NAICS 1133
Census_EC_PxI,recyclable ferrous metal scrap,BEA_2017_Code,S00401,,direct-BEA; no NAICS counterpart
Census_EC_PxI,recyclable nonferrous metal scrap,BEA_2017_Code,S00401,,direct-BEA; no NAICS counterpart
Census_EC_PxI,recyclable paper and paperboard,BEA_2017_Code,S00401,,direct-BEA; no NAICS counterpart
Census_EC_PxI,recyclable plastics and rubber,BEA_2017_Code,S00401,,direct-BEA; no NAICS counterpart
Census_EC_PxI,"recyclable textiles, including rags and textile scraps",BEA_2017_Code,S00401,,direct-BEA; no NAICS counterpart
Census_EC_PxI,"refined petroleum products, except liquefied petroleum (lp)",BEA_2017_Code,324110,,seed; via NAICS 324110
Census_EC_PxI,refrigeration equipment,BEA_2017_Code,333415,,seed; via NAICS 333415
Census_EC_PxI,religious supplies,BEA_2017_Code,339990,,corrected; via NAICS 339999
Census_EC_PxI,"restaurant, commercial food service and hotel equipment",BEA_2017_Code,33329A,,seed; via NAICS 333241
Census_EC_PxI,"rough, dressed, and finished dimensional lumber, plywood and panels",BEA_2017_Code,321100,,corrected; via NAICS 321113
Census_EC_PxI,"rough, dressed, and finished dimensional lumber, plywood and panels",BEA_2017_Code,321200,,corrected; via NAICS 3212
Census_EC_PxI,safes and vaults,BEA_2017_Code,332999,,seed; via NAICS 332999
Census_EC_PxI,safety equipment,BEA_2017_Code,339113,,seed; via NAICS 339113
Census_EC_PxI,school supplies,BEA_2017_Code,339940,,seed; via NAICS 339940
Census_EC_PxI,semi-finished iron and steel products,BEA_2017_Code,331200,,seed; via NAICS 331221
Census_EC_PxI,"small household appliances, including mixers; blenders; can openers; toasters; coffee makers; frypans; personal care appliances, such as hair dryers, curling irons, and shavers; tap water purifiers and filters; etc",BEA_2017_Code,335210,,seed; via NAICS 335210
Census_EC_PxI,smoking accessories,BEA_2017_Code,339990,,corrected; via NAICS 339999
Census_EC_PxI,soft drinks and nonalcoholic beverages,BEA_2017_Code,312110,,seed; via NAICS 312111
Census_EC_PxI,"soft drinks, bottled water, juices, and nonalcoholic beverages",BEA_2017_Code,312110,,seed; via NAICS 312111
Census_EC_PxI,"soybean, cottonseed, linseed, peanut, sunflower seed, and all other oilseed cake and meal",BEA_2017_Code,311224,,seed; via NAICS 311224
Census_EC_PxI,"soybean, cottonseed, linseed, peanut, sunflower seed, and all other oilseed cake and meal",BEA_2017_Code,311225,,seed; via NAICS 311225
Census_EC_PxI,"specialty pharmaceuticals, including vaccines, laboratory diagnostic reagents, and similar",BEA_2017_Code,325412,,seed; via NAICS 325412
Census_EC_PxI,sporting and recreational equipment,BEA_2017_Code,339920,,seed; via NAICS 339920
Census_EC_PxI,stainless steel,BEA_2017_Code,331110,,corrected; via NAICS 331110
Census_EC_PxI,store equipment,BEA_2017_Code,333318,,corrected; via NAICS 333318
Census_EC_PxI,strapping and tape,BEA_2017_Code,332999,,seed; via NAICS 332999
Census_EC_PxI,swimming pools and swimming pool supplies,BEA_2017_Code,326190,,corrected; via NAICS 326199
Census_EC_PxI,synthetic resins,BEA_2017_Code,325211,,seed; via NAICS 325211
Census_EC_PxI,"tableware, kitchenware, cookware, and glassware, except cutlery and novelty glassware",BEA_2017_Code,327100,,corrected; via NAICS 327110
Census_EC_PxI,"tableware, kitchenware, cookware, and glassware, except cutlery and novelty glassware",BEA_2017_Code,327200,,corrected; via NAICS 327212
Census_EC_PxI,"tableware, kitchenware, cookware, and glassware, except cutlery and novelty glassware",BEA_2017_Code,332200,,corrected; via NAICS 332215
Census_EC_PxI,"tableware, kitchenware, cookware, glassware",BEA_2017_Code,327100,,seed; via NAICS 327110
Census_EC_PxI,"televisions, audio and video equipment",BEA_2017_Code,334300,,seed; via NAICS 334310
Census_EC_PxI,"televisions, home audio and visual equipment",BEA_2017_Code,334300,,seed; via NAICS 334310
Census_EC_PxI,"textile bags, bagging and burlap",BEA_2017_Code,314900,,seed; via NAICS 314910
Census_EC_PxI,tires and tubes,BEA_2017_Code,326210,,seed; via NAICS 326211
Census_EC_PxI,tobacco products and electronic cigarettes,BEA_2017_Code,312200,,seed; via NAICS 3122
Census_EC_PxI,tobacco products and smoking accessories,BEA_2017_Code,312200,,seed; via NAICS 312230
Census_EC_PxI,"toys, games, and hobby and craft supplies",BEA_2017_Code,339930,,seed; via NAICS 339930
Census_EC_PxI,"toys, games, and hobby goods",BEA_2017_Code,339930,,seed; via NAICS 339930
Census_EC_PxI,used automotive parts and accessories,BEA_2017_Code,S00402,,direct-BEA; no NAICS counterpart
Census_EC_PxI,used industrial machinery and equipment,BEA_2017_Code,S00402,,direct-BEA; no NAICS counterpart
Census_EC_PxI,vitamins and nutritional and herbal supplements,BEA_2017_Code,325411,,seed; via NAICS 325411
Census_EC_PxI,window treatments,BEA_2017_Code,337900,,seed; via NAICS 33792
Census_EC_PxI,"window treatments, including rods, poles, and fixtures",BEA_2017_Code,337900,,seed; via NAICS 337920
Census_EC_PxI,"wine and distilled liquor, including premixed alcoholic drinks",BEA_2017_Code,312130,,corrected; via NAICS 312130
Census_EC_PxI,"wine and distilled liquor, including premixed alcoholic drinks",BEA_2017_Code,312140,,corrected; via NAICS 312140
Census_EC_PxI,"wire, including plain, coated, barbed, and twisted",BEA_2017_Code,331200,,seed; via NAICS 331222
Census_EC_PxI,women's clothing,BEA_2017_Code,315000,,seed; via NAICS 315240
Census_EC_PxI,"women's, misses', and girls' clothing",BEA_2017_Code,315000,,seed; via NAICS 31524
Census_EC_PxI,yarns,BEA_2017_Code,313100,,seed; via NAICS 313110
