ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,Note
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,327400,,Lime and gypsum product manufacturing
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,331200,,Steel product manufacturing from purchased steel
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,332310,,Plate work and fabricated structural product manufacturing
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,332430,,"Metal can, box, and other metal container (light gauge) manufacturing"
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,332500,,Hardware manufacturing
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,332999,,Other fabricated metal manufacturing
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,33451A,,"Watch, clock, and other measuring and controlling device manufacturing"
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,335120,,Lighting fixture manufacturing
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,339990,,All other miscellaneous manufacturing
BEA_NIPA,"Clocks, lamps, lighting fixtures, and other household decorative items",BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,Clothing materials,BEA_2017_Code,313100,,"Fiber, yarn, and thread mills"
BEA_NIPA,Clothing materials,BEA_2017_Code,313200,,Fabric mills
BEA_NIPA,Clothing materials,BEA_2017_Code,313300,,Textile and fabric finishing and fabric coating mills
BEA_NIPA,Clothing materials,BEA_2017_Code,314900,,Other textile product mills
BEA_NIPA,Clothing materials,BEA_2017_Code,339990,,All other miscellaneous manufacturing
BEA_NIPA,"Clothing repair, rental, and alterations",BEA_2017_Code,532A00,,General and consumer goods rental
BEA_NIPA,"Clothing repair, rental, and alterations",BEA_2017_Code,811400,,Personal and household goods repair and maintenance
BEA_NIPA,"Clothing repair, rental, and alterations",BEA_2017_Code,812300,,Dry-cleaning and laundry services
BEA_NIPA,"Coffee, tea, and other beverage materials",BEA_2017_Code,311920,,Coffee and tea manufacturing
BEA_NIPA,"Coffee, tea, and other beverage materials",BEA_2017_Code,311930,,Flavoring syrup and concentrate manufacturing
BEA_NIPA,"Coffee, tea, and other beverage materials",BEA_2017_Code,311940,,Seasoning and dressing manufacturing
BEA_NIPA,"Coffee, tea, and other beverage materials",BEA_2017_Code,312110,,Soft drink and ice manufacturing
BEA_NIPA,"Coffee, tea, and other beverage materials",BEA_2017_Code,S00401,,Scrap
BEA_NIPA,Commercial and vocational schools,BEA_2017_Code,611A00,,"Junior colleges, colleges, universities, and professional schools"
BEA_NIPA,Commercial and vocational schools,BEA_2017_Code,611B00,,Other educational services
BEA_NIPA,Commercial banks,BEA_2017_Code,52A000,,Monetary authorities and depository credit intermediation
BEA_NIPA,Community food and housing/emergency/other relief services,BEA_2017_Code,624A00,,"Community food, housing, and other relief services, including vocational rehabilitation services"
BEA_NIPA,Computer software and accessories,BEA_2017_Code,511200,,Software publishers
BEA_NIPA,Computer software and accessories,BEA_2017_Code,518200,,"Data processing, hosting, and related services"
BEA_NIPA,Corrective eyeglasses and contact lenses,BEA_2017_Code,339115,,Ophthalmic goods manufacturing
BEA_NIPA,Corrective eyeglasses and contact lenses,BEA_2017_Code,621300,,Offices of other health practitioners
BEA_NIPA,Corrective eyeglasses and contact lenses,BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,Cosmetic/perfumes/bath/nail preparations and implements,BEA_2017_Code,325610,,Soap and cleaning compound manufacturing
BEA_NIPA,Cosmetic/perfumes/bath/nail preparations and implements,BEA_2017_Code,325620,,Toilet preparation manufacturing
BEA_NIPA,Cosmetic/perfumes/bath/nail preparations and implements,BEA_2017_Code,332200,,Cutlery and handtool manufacturing
BEA_NIPA,Day care and nursery schools,BEA_2017_Code,624400,,Child day care services
BEA_NIPA,Dental services,BEA_2017_Code,621200,,Offices of dentists
BEA_NIPA,Dishes and flatware,BEA_2017_Code,326190,,Other plastics product manufacturing
BEA_NIPA,Dishes and flatware,BEA_2017_Code,327100,,Clay product and refractory manufacturing
BEA_NIPA,Dishes and flatware,BEA_2017_Code,327200,,Glass and glass product manufacturing
BEA_NIPA,Dishes and flatware,BEA_2017_Code,332200,,Cutlery and handtool manufacturing
BEA_NIPA,Dishes and flatware,BEA_2017_Code,332999,,Other fabricated metal manufacturing
BEA_NIPA,Dishes and flatware,BEA_2017_Code,339910,,Jewelry and silverware manufacturing
BEA_NIPA,Dishes and flatware,BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,Domestic services,BEA_2017_Code,561700,,Services to buildings and dwellings
BEA_NIPA,Domestic services,BEA_2017_Code,814000,,Private households
BEA_NIPA,Educational books,BEA_2017_Code,511130,,Book publishers
BEA_NIPA,Educational books,BEA_2017_Code,519130,,Internet publishing and broadcasting and Web search portals
BEA_NIPA,Educational books,BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,Eggs,BEA_2017_Code,112300,,Poultry and egg production
BEA_NIPA,Eggs,BEA_2017_Code,311990,,All other food manufacturing
BEA_NIPA,Electric appliances for personal care,BEA_2017_Code,335210,,Small electrical appliance manufacturing
BEA_NIPA,Electricity,BEA_2017_Code,221100,,"Electric power generation, transmission, and distribution"
BEA_NIPA,Elementary and secondary school lunches,BEA_2017_Code,722A00,,All other food and drinking places
BEA_NIPA,Elementary and secondary schools,BEA_2017_Code,611100,,Elementary and secondary schools
BEA_NIPA,Employment agency services,BEA_2017_Code,561300,,Employment services
